ndx:	HR:MN:SC:1/128s:	x:	y:	z:	unit factor			x:	y:	z:	modulus			
75	00:00:07:026	109	5	262				0,433555556	0,01988787	1,042124363	1,128888451			
76	00:00:07:026	113	6	268				0,449465851	0,023865443	1,065989806	1,157118567			
77	00:00:07:026	116	10	280				0,461398573	0,039775739	1,113720693	1,206169364			
78	00:00:07:026	112	14	289				0,445488277	0,055686035	1,149518858	1,234080364			
79	00:00:07:026	112	14	295				0,445488277	0,055686035	1,173384302	1,256340503			
80	00:00:07:029	112	12	275				0,445488277	0,047730887	1,093832824	1,182035655			
81	00:00:07:029	123	11	259				0,48924159	0,043753313	1,030191641	1,141300356			
82	00:00:07:029	125	16	249				0,497196738	0,063641182	0,990415902	1,11003534			
83	00:00:07:029	128	14	237				0,50912946	0,055686035	0,942685015	1,07283213			
84	00:00:07:029	126	9	221				0,501174312	0,035798165	0,879043833	1,012509387			
85	00:00:07:029	119	21	229				0,473331295	0,083529052	0,910864424	1,029899809			
86	00:00:07:029	104	25	228				0,413667686	0,099439348	0,90688685	1,001724961			
87	00:00:07:029	93	26	234				0,369914373	0,103416922	0,930752294	1,006892018			
88	00:00:07:029	78	29	245				0,310250765	0,115349643	0,974505607	1,029185238			
89	00:00:07:029	77	28	254				0,306273191	0,111372069	1,010303772	1,06156522			
90	00:00:07:029	65	23	245				0,258542304	0,0914842	0,974505607	1,012360933			
91	00:00:07:029	37	18	230				0,147170234	0,07159633	0,914841998	0,929365909			
92	00:00:07:029	10	19	232				0,039775739	0,075573904	0,922797146	0,926740577			
93	00:00:07:029	-12	23	235				-0,047730887	0,0914842	0,934729867	0,940408168			
94	00:00:07:029	-35	17	237				-0,139215087	0,067618756	0,942685015	0,955305278			
95	00:00:07:029	-48	9	243				-0,190923547	0,035798165	0,966550459	0,985876817			
96	00:00:07:029	-52	15	256				-0,206833843	0,059663609	1,018258919	1,040764725			
97	00:00:07:030	-58	4	270				-0,230699286	0,015910296	1,073944954	1,09855954			
98	00:00:07:030	-77	4	291				-0,306273191	0,015910296	1,157474006	1,197414915			
99	00:00:07:030	-108	9	293				-0,429577982	0,035798165	1,165429154	1,242595616			
100	00:00:08:016	-136	11	279				-0,540950051	0,043753313	1,109743119	1,235342503			
101	00:00:08:017	-159	6	251				-0,632434251	0,023865443	0,99837105	1,182069116			
102	00:00:08:017	-180	10	254				-0,715963303	0,039775739	1,010303772	1,238910518			
103	00:00:08:017	-180	20	265				-0,715963303	0,079551478	1,054057085	1,27670209			
104	00:00:08:017	-160	21	265				-0,636411825	0,083529052	1,054057085	1,234112414			
105	00:00:08:017	-127	13	256				-0,505151886	0,051708461	1,018258919	1,13785035			
106	00:00:08:017	-94	8	245				-0,373891947	0,031820591	0,974505607	1,044255196			
107	00:00:08:017	-67	4	243				-0,266497452	0,015910296	0,966550459	1,002743147			
108	00:00:08:017	-45	2	243				-0,178990826	0,007955148	0,966550459	0,983016169			
109	00:00:08:017	-27	5	241				-0,107394495	0,01988787	0,958595311	0,964797427			
110	00:00:08:017	1	1	246				0,003977574	0,003977574	0,97848318	0,978499349			
111	00:00:08:017	23	2	249				0,0914842	0,007955148	0,990415902	0,994663914			
112	00:00:08:017	32	7	260				0,127282365	0,027843017	1,034169215	1,042344473			
113	00:00:08:018	42	15	263				0,167058104	0,059663609	1,046101937	1,061036012			
114	00:00:08:018	48	18	261				0,190923547	0,07159633	1,038146789	1,057982321			
115	00:00:08:018	52	21	261				0,206833843	0,083529052	1,038146789	1,0618409			
116	00:00:08:018	50	21	260				0,198878695	0,083529052	1,034169215	1,056425957			
117	00:00:08:018	40	17	251				0,159102956	0,067618756	0,99837105	1,013227911			
118	00:00:08:018	28	21	238				0,111372069	0,083529052	0,946662589	0,956844239			
119	00:00:08:018	29	20	234				0,115349643	0,079551478	0,930752294	0,94124057			
120	00:00:08:018	21	22	233				0,083529052	0,087506626	0,92677472	0,934636771			
121	00:00:08:018	19	25	235				0,075573904	0,099439348	0,934729867	0,943037393			
122	00:00:08:018	18	24	249				0,07159633	0,095461774	0,990415902	0,99757839			
123	00:00:08:018	22	22	253				0,087506626	0,087506626	1,006326198	1,013906917			
124	00:00:08:018	35	20	255				0,139215087	0,079551478	1,014281346	1,026876782			
125	00:00:08:018	41	16	257				0,16308053	0,063641182	1,022236493	1,037117596			
126	00:00:08:018	47	12	257				0,186945973	0,047730887	1,022236493	1,04028577			
127	00:00:08:018	46	17	257				0,1829684	0,067618756	1,022236493	1,040681113			
128	00:00:08:018	40	15	252				0,159102956	0,059663609	1,002348624	1,016649527			
129	00:00:08:018	34	13	250				0,135237513	0,051708461	0,994393476	1,004878766			
130	00:00:08:019	29	19	249				0,115349643	0,075573904	0,990415902	0,999970307			
131	00:00:08:019	25	18	248				0,099439348	0,07159633	0,986438328	0,994019514			
132	00:00:08:019	24	22	243				0,095461774	0,087506626	0,966550459	0,975187238			
133	00:00:08:019	25	21	249				0,099439348	0,083529052	0,990415902	0,998893861			
134	00:00:08:019	31	21	250				0,123304791	0,083529052	0,994393476	1,005484738			
135	00:00:08:020	32	17	248				0,127282365	0,067618756	0,986438328	0,996912068			
136	00:00:08:020	31	17	251				0,123304791	0,067618756	0,99837105	1,008226721			
137	00:00:08:020	35	17	253				0,139215087	0,067618756	1,006326198	1,018157921			
138	00:00:08:020	34	17	252				0,135237513	0,067618756	1,002348624	1,013688436			
139	00:00:08:020	35	17	255				0,139215087	0,067618756	1,014281346	1,026021337			
140	00:00:08:020	36	16	257				0,143192661	0,063641182	1,022236493	1,034176864			
141	00:00:08:020	34	17	256				0,135237513	0,067618756	1,018258919	1,029423483			
142	00:00:08:020	34	14	253				0,135237513	0,055686035	1,006326198	1,016898488			
143	00:00:08:020	31	17	250				0,123304791	0,067618756	0,994393476	1,004288182			
144	00:00:08:020	29	14	251				0,115349643	0,055686035	0,99837105	1,006554136			
145	00:00:08:020	21	20	244				0,083529052	0,079551478	0,970528033	0,977358789			
146	00:00:08:021	24	19	254				0,095461774	0,075573904	1,010303772	1,017613913			
147	00:00:08:021	26	18	256				0,103416922	0,07159633	1,018258919	1,025998207			
148	00:00:08:021	32	17	257				0,127282365	0,067618756	1,022236493	1,032347105			
149	00:00:08:021	39	15	255				0,155125382	0,059663609	1,014281346	1,027808483			
150	00:00:08:021	44	13	249				0,175013252	0,051708461	0,990415902	1,007088408			
151	00:00:08:021	45	15	247				0,178990826	0,059663609	0,982460754	1,000413212			
152	00:00:08:021	40	14	247				0,159102956	0,055686035	0,982460754	0,996816843			
153	00:00:08:021	35	16	252				0,139215087	0,063641182	1,002348624	1,013969331			
154	00:00:08:021	34	16	253				0,135237513	0,063641182	1,006326198	1,017365127			
155	00:00:08:021	31	17	255				0,123304791	0,067618756	1,014281346	1,023983894			
156	00:00:08:021	31	18	253				0,123304791	0,07159633	1,006326198	1,016377156			
157	00:00:08:021	30	17	254				0,119327217	0,067618756	1,010303772	1,019570984			
158	00:00:08:021	30	24	256				0,119327217	0,095461774	1,018258919	1,029661674			
159	00:00:08:021	34	21	255				0,135237513	0,083529052	1,014281346	1,026661062			
160	00:00:08:021	34	15	251				0,135237513	0,059663609	0,99837105	1,009254024			
161	00:00:08:021	35	17	245				0,139215087	0,067618756	0,974505607	0,986718964			
162	00:00:08:021	33	16	244				0,131259939	0,063641182	0,970528033	0,981429587			
163	00:00:08:022	32	18	241				0,127282365	0,07159633	0,958595311	0,969655508			
164	00:00:08:022	31	15	239				0,123304791	0,059663609	0,950640163	0,960458504			
165	00:00:08:022	31	19	241				0,123304791	0,075573904	0,958595311	0,969443375			
166	00:00:08:022	30	18	251				0,119327217	0,07159633	0,99837105	1,008022704			
167	00:00:08:022	28	22	262				0,111372069	0,087506626	1,042124363	1,051705441			
168	00:00:08:022	28	24	264				0,111372069	0,095461774	1,050079511	1,060275279			
169	00:00:08:022	28	18	257				0,111372069	0,07159633	1,022236493	1,030775058			
170	00:00:08:022	34	13	253				0,135237513	0,051708461	1,006326198	1,016688431			
171	00:00:08:022	32	14	249				0,127282365	0,055686035	0,990415902	1,000112691			
172	00:00:08:022	31	14	248				0,123304791	0,055686035	0,986438328	0,995673431			
173	00:00:08:022	27	14	252				0,107394495	0,055686035	1,002348624	1,009622343			
174	00:00:08:023	31	15	248				0,123304791	0,059663609	0,986438328	0,995903807			
175	00:00:08:023	29	15	256				0,115349643	0,059663609	1,018258919	1,026506948			
176	00:00:08:023	30	18	252				0,119327217	0,07159633	1,002348624	1,011962343			
177	00:00:08:023	32	15	256				0,127282365	0,059663609	1,018258919	1,027916229			
178	00:00:08:023	31	16	251				0,123304791	0,063641182	0,99837105	1,00796777			
179	00:00:08:023	29	16	245				0,115349643	0,063641182	0,974505607	0,983370183			
180	00:00:08:024	29	18	244				0,115349643	0,07159633	0,970528033	0,979977672			
181	00:00:08:024	25	19	245				0,099439348	0,075573904	0,974505607	0,982476858			
182	00:00:08:024	30	16	245				0,119327217	0,063641182	0,974505607	0,983844684			
183	00:00:08:024	30	17	247				0,119327217	0,067618756	0,982460754	0,991988112			
184	00:00:08:024	30	17	256				0,119327217	0,067618756	1,018258919	1,027454382			
185	00:00:08:024	29	15	255				0,115349643	0,059663609	1,014281346	1,022561457			
186	00:00:08:024	29	18	257				0,115349643	0,07159633	1,022236493	1,031212404			
187	00:00:08:024	26	18	251				0,103416922	0,07159633	0,99837105	1,006263309			
188	00:00:08:024	29	17	250				0,115349643	0,067618756	0,994393476	1,003342525			
189	00:00:08:024	32	16	251				0,127282365	0,063641182	0,99837105	1,008462074			
190	00:00:08:024	30	17	252				0,119327217	0,067618756	1,002348624	1,011688709			
191	00:00:08:024	31	14	251				0,123304791	0,055686035	0,99837105	1,007496779			
192	00:00:08:024	28	15	251				0,111372069	0,059663609	0,99837105	1,006334059			
193	00:00:08:024	29	14	250				0,115349643	0,055686035	0,994393476	1,002609026			
194	00:00:08:024	26	17	250				0,103416922	0,067618756	0,994393476	1,002040788			
195	00:00:08:024	30	17	250				0,119327217	0,067618756	0,994393476	1,003807584			
196	00:00:08:025	31	17	251				0,123304791	0,067618756	0,99837105	1,008226721			
197	00:00:08:025	32	14	255				0,127282365	0,055686035	1,014281346	1,02375211			
198	00:00:08:025	30	15	255				0,119327217	0,059663609	1,014281346	1,02301778			
199	00:00:08:025	32	16	254				0,127282365	0,063641182	1,010303772	1,020276782			
0	00:00:09:054	35	16	251				0,139215087	0,063641182	0,99837105	1,010037521			
1	00:00:09:055	30	14	250				0,119327217	0,055686035	0,994393476	1,003074426			
2	00:00:09:055	28	18	247				0,111372069	0,07159633	0,982460754	0,991341972			
3	00:00:09:055	25	18	249				0,099439348	0,07159633	0,990415902	0,997966872			
4	00:00:09:055	24	16	249				0,095461774	0,063641182	0,990415902	0,997039021			
5	00:00:09:055	30	15	249				0,119327217	0,059663609	0,990415902	0,999360991			
6	00:00:09:055	30	17	249				0,119327217	0,067618756	0,990415902	0,999867461			
7	00:00:09:055	30	15	251				0,119327217	0,059663609	0,99837105	1,007245494			
8	00:00:09:055	25	17	254				0,099439348	0,067618756	1,010303772	1,017435104			
9	00:00:09:055	30	14	248				0,119327217	0,055686035	0,986438328	0,995188673			
10	00:00:09:055	26	15	252				0,103416922	0,059663609	1,002348624	1,009434282			
11	00:00:09:055	28	13	252				0,111372069	0,051708461	1,002348624	1,009841704			
12	00:00:09:055	31	15	258				0,123304791	0,059663609	1,026214067	1,035315956			
13	00:00:09:056	37	10	256				0,147170234	0,039775739	1,018258919	1,029607894			
14	00:00:09:056	37	12	257				0,147170234	0,047730887	1,022236493	1,033878505			
15	00:00:09:056	37	14	255				0,147170234	0,055686035	1,014281346	1,026414468			
16	00:00:09:056	32	14	250				0,127282365	0,055686035	0,994393476	1,004051851			
17	00:00:09:056	25	15	252				0,099439348	0,059663609	1,002348624	1,009034535			
18	00:00:09:056	24	13	248				0,095461774	0,051708461	0,986438328	0,992394725			
19	00:00:09:056	28	12	249				0,111372069	0,047730887	0,990415902	0,997800398			
20	00:00:09:056	25	12	251				0,099439348	0,047730887	0,99837105	1,004445705			
21	00:00:09:056	23	17	258				0,0914842	0,067618756	1,026214067	1,032500347			
22	00:00:09:056	16	19	260				0,063641182	0,075573904	1,034169215	1,038878039			
23	00:00:09:056	22	12	255				0,087506626	0,047730887	1,014281346	1,019167452			
24	00:00:09:056	33	13	255				0,131259939	0,051708461	1,014281346	1,024045694			
25	00:00:09:056	29	9	253				0,115349643	0,035798165	1,006326198	1,013547959			
26	00:00:09:056	32	3	250				0,127282365	0,011932722	0,994393476	1,002577466			
27	00:00:09:056	32	5	250				0,127282365	0,01988787	0,994393476	1,002703701			
28	00:00:09:056	28	1	251				0,111372069	0,003977574	0,99837105	1,004571706			
29	00:00:09:056	24	3	256				0,095461774	0,011932722	1,018258919	1,022793511			
30	00:00:09:057	25	0	256				0,099439348	0	1,018258919	1,023102835			
31	00:00:09:057	27	0	258				0,107394495	0	1,026214067	1,031818244			
32	00:00:09:057	22	-7	253				0,087506626	-0,027843017	1,006326198	1,010507328			
33	00:00:09:057	22	-11	254				0,087506626	-0,043753313	1,010303772	1,015029789			
34	00:00:09:057	27	-16	258				0,107394495	-0,063641182	1,026214067	1,033779033			
35	00:00:09:057	25	-22	253				0,099439348	-0,087506626	1,006326198	1,015006409			
36	00:00:09:057	26	-29	246				0,103416922	-0,115349643	0,97848318	0,990671456			
37	00:00:09:057	21	-30	247				0,083529052	-0,119327217	0,982460754	0,993199487			
38	00:00:09:057	23	-33	251				0,0914842	-0,131259939	0,99837105	1,011109927			
39	00:00:09:057	28	-40	248				0,111372069	-0,159102956	0,986438328	1,005374589			
40	00:00:09:057	32	-42	253				0,127282365	-0,167058104	1,006326198	1,028008573			
41	00:00:09:058	34	-47	254				0,135237513	-0,186945973	1,010303772	1,036316406			
42	00:00:09:058	37	-54	255				0,147170234	-0,214788991	1,014281346	1,047167626			
43	00:00:09:058	24	-52	265				0,095461774	-0,206833843	1,054057085	1,078392102			
44	00:00:09:058	30	-48	261				0,119327217	-0,190923547	1,038146789	1,06228035			
45	00:00:09:058	22	-49	262				0,087506626	-0,194901121	1,042124363	1,063798404			
46	00:00:09:058	9	-53	257				0,035798165	-0,210811417	1,022236493	1,044361245			
47	00:00:09:059	-1	-42	262				-0,003977574	-0,167058104	1,042124363	1,055437075			
48	00:00:09:059	8	-44	251				0,031820591	-0,175013252	0,99837105	1,014094148			
49	00:00:09:059	3	-44	254				0,011932722	-0,175013252	1,010303772	1,025419787			
50	00:00:09:059	-9	-16	274				-0,035798165	-0,063641182	1,08985525	1,092298574			
51	00:00:09:059	21	-37	247				0,083529052	-0,147170234	0,982460754	0,996927938			
52	00:00:09:059	32	-48	243				0,127282365	-0,190923547	0,966550459	0,993414511			
53	00:00:09:059	28	-44	249				0,111372069	-0,175013252	0,990415902	1,011907622			
54	00:00:09:059	7	-35	251				0,027843017	-0,139215087	0,99837105	1,008415007			
55	00:00:09:059	4	-25	248				0,015910296	-0,099439348	0,986438328	0,991565377			
56	00:00:09:059	12	-23	242				0,047730887	-0,0914842	0,962572885	0,968087886			
57	00:00:09:059	31	-26	246				0,123304791	-0,103416922	0,97848318	0,991629198			
58	00:00:09:059	21	-19	243				0,083529052	-0,075573904	0,966550459	0,973092137			
59	00:00:09:059	15	-17	243				0,059663609	-0,067618756	0,966550459	0,970748078			
60	00:00:09:059	34	-12	237				0,135237513	-0,047730887	0,942685015	0,953531573			
61	00:00:09:059	43	-18	236				0,171035678	-0,07159633	0,938707441	0,956844239			
62	00:00:09:059	56	-17	246				0,222744139	-0,067618756	0,97848318	1,00579152			
63	00:00:09:059	46	-11	252				0,1829684	-0,043753313	1,002348624	1,019850259			
64	00:00:09:060	35	6	260				0,139215087	0,023865443	1,034169215	1,043770265			
65	00:00:09:060	47	10	259				0,186945973	0,039775739	1,030191641	1,04777179			
66	00:00:09:060	55	3	257				0,218766565	0,011932722	1,022236493	1,045451409			
67	00:00:09:060	73	7	256				0,290362895	0,027843017	1,018258919	1,059215309			
68	00:00:09:060	59	15	270				0,23467686	0,059663609	1,073944954	1,10090451			
69	00:00:09:060	43	46	275				0,171035678	0,1829684	1,093832824	1,122141205			
70	00:00:09:060	30	58	256				0,119327217	0,230699286	1,018258919	1,05086268			
71	00:00:09:060	4	67	226				0,015910296	0,266497452	0,898931702	0,937737828			
72	00:00:09:060	-12	86	210				-0,047730887	0,342071356	0,83529052	0,903881244			
73	00:00:09:060	-33	112	210				-0,131259939	0,445488277	0,83529052	0,955719221			
74	00:00:09:060	-45	141	240				-0,178990826	0,56083792	0,954617737	1,12154889			
75	00:00:09:060	-37	161	263				-0,147170234	0,640389399	1,046101937	1,235348907			
76	00:00:09:060	-29	168	274				-0,115349643	0,668232416	1,08985525	1,283598289			
77	00:00:09:060	-25	167	283				-0,099439348	0,664254842	1,125653415	1,310808258			
78	00:00:09:060	-17	168	291				-0,067618756	0,668232416	1,157474006	1,338227534			
79	00:00:09:060	-17	150	274				-0,067618756	0,596636086	1,08985525	1,244319646			
80	00:00:09:061	-14	130	248				-0,055686035	0,517084608	0,986438328	1,11514035			
81	00:00:09:061	0	117	238				0	0,465376147	0,946662589	1,054867298			
82	00:00:09:061	-2	98	249				-0,007955148	0,389802243	0,990415902	1,064393128			
83	00:00:09:062	4	83	260				0,015910296	0,330138634	1,034169215	1,085702823			
84	00:00:09:062	22	60	260				0,087506626	0,238654434	1,034169215	1,064950381			
85	00:00:09:062	39	24	246				0,155125382	0,095461774	0,97848318	0,995292002			
86	00:00:09:062	41	2	242				0,16308053	0,007955148	0,962572885	0,976322233			
87	00:00:09:062	31	-1	242				0,123304791	-0,003977574	0,962572885	0,970446522			
88	00:00:09:062	22	-4	251				0,087506626	-0,015910296	0,99837105	1,002324948			
89	00:00:09:062	28	-8	259				0,111372069	-0,031820591	1,030191641	1,036682741			
90	00:00:09:062	29	-14	266				0,115349643	-0,055686035	1,058034659	1,065759735			
91	00:00:09:062	29	-10	264				0,115349643	-0,039775739	1,050079511	1,057144564			
92	00:00:09:062	30	-16	257				0,119327217	-0,063641182	1,022236493	1,031143362			
93	00:00:09:062	33	-13	251				0,131259939	-0,051708461	0,99837105	1,008289487			
94	00:00:09:062	27	-10	242				0,107394495	-0,039775739	0,962572885	0,969361772			
95	00:00:09:062	19	-8	248				0,075573904	-0,031820591	0,986438328	0,989840664			
96	00:00:09:062	13	0	255				0,051708461	0	1,014281346	1,015598549			
97	00:00:09:063	23	0	251				0,0914842	0	0,99837105	1,002553795			
98	00:00:09:063	27	-1	256				0,107394495	-0,003977574	1,018258919	1,023914364			
99	00:00:09:063	21	1	255				0,083529052	0,003977574	1,014281346	1,017722738			
100	00:00:10:050	20	-1	249				0,079551478	-0,003977574	0,990415902	0,993613566			
101	00:00:10:051	17	-2	245				0,067618756	-0,007955148	0,974505607	0,976881138			
102	00:00:10:051	16	-1	243				0,063641182	-0,003977574	0,966550459	0,968651542			
103	00:00:10:051	15	1	251				0,059663609	0,003977574	0,99837105	1,000160148			
104	00:00:10:051	17	-1	253				0,067618756	-0,003977574	1,006326198	1,008603259			
105	00:00:10:051	19	1	254				0,075573904	0,003977574	1,010303772	1,01313422			
106	00:00:10:051	25	0	256				0,099439348	0	1,018258919	1,023102835			
107	00:00:10:051	23	-3	255				0,0914842	-0,011932722	1,014281346	1,018468653			
108	00:00:10:051	27	-2	250				0,107394495	-0,007955148	0,994393476	1,000207602			
109	00:00:10:051	22	-1	246				0,087506626	-0,003977574	0,97848318	0,982396338			
110	00:00:10:051	24	-2	242				0,095461774	-0,007955148	0,962572885	0,967327656			
111	00:00:10:051	18	-2	246				0,07159633	-0,007955148	0,97848318	0,981131313			
112	00:00:10:051	18	0	253				0,07159633	0	1,006326198	1,008869888			
113	00:00:10:051	13	1	255				0,051708461	0,003977574	1,014281346	1,015606338			
114	00:00:10:052	14	1	255				0,055686035	0,003977574	1,014281346	1,015816619			
115	00:00:10:052	13	0	251				0,051708461	0	0,99837105	0,999709217			
116	00:00:10:052	18	0	252				0,07159633	0	1,002348624	1,004902382			
117	00:00:10:052	24	0	250				0,095461774	0	0,994393476	0,998965132			
118	00:00:10:052	18	-2	251				0,07159633	-0,007955148	0,99837105	1,000966569			
119	00:00:10:052	24	0	255				0,095461774	0	1,014281346	1,01876376			
120	00:00:10:052	26	0	258				0,103416922	0	1,026214067	1,031411834			
121	00:00:10:052	25	3	253				0,099439348	0,011932722	1,006326198	1,011297676			
122	00:00:10:052	16	2	248				0,063641182	0,007955148	0,986438328	0,988521148			
123	00:00:10:052	6	4	242				0,023865443	0,015910296	0,962572885	0,963000133			
124	00:00:10:052	5	6	238				0,01988787	0,023865443	0,946662589	0,947172183			
125	00:00:10:052	9	4	245				0,035798165	0,015910296	0,974505607	0,975292686			
126	00:00:10:053	15	2	244				0,059663609	0,007955148	0,970528033	0,972392767			
127	00:00:10:053	18	1	253				0,07159633	0,003977574	1,006326198	1,008877729			
128	00:00:10:053	24	0	251				0,095461774	0	0,99837105	1,002924575			
129	00:00:10:053	28	-1	253				0,111372069	-0,003977574	1,006326198	1,012478136			
130	00:00:10:053	36	-4	254				0,143192661	-0,015910296	1,010303772	1,020524858			
131	00:00:10:054	35	-6	251				0,139215087	-0,023865443	0,99837105	1,008313023			
132	00:00:10:054	25	1	254				0,099439348	0,003977574	1,010303772	1,015193438			
133	00:00:10:054	8	1	253				0,031820591	0,003977574	1,006326198	1,006837021			
134	00:00:10:054	6	8	256				0,023865443	0,031820591	1,018258919	1,019035493			
135	00:00:10:054	18	0	256				0,07159633	0	1,018258919	1,020772875			
136	00:00:10:054	22	-1	244				0,087506626	-0,003977574	0,970528033	0,974473136			
137	00:00:10:054	13	5	248				0,051708461	0,01988787	0,986438328	0,987992848			
138	00:00:10:054	15	3	246				0,059663609	0,011932722	0,97848318	0,980373128			
139	00:00:10:054	19	4	248				0,075573904	0,015910296	0,986438328	0,989456986			
140	00:00:10:054	28	1	246				0,111372069	0,003977574	0,97848318	0,984809064			
141	00:00:10:054	29	1	247				0,115349643	0,003977574	0,982460754	0,989217112			
142	00:00:10:054	22	1	256				0,087506626	0,003977574	1,018258919	1,022019793			
143	00:00:10:054	20	1	256				0,079551478	0,003977574	1,018258919	1,021369417			
144	00:00:10:054	18	3	255				0,07159633	0,011932722	1,014281346	1,016875151			
145	00:00:10:054	19	2	256				0,075573904	0,007955148	1,018258919	1,021090557			
146	00:00:10:054	19	1	250				0,075573904	0,003977574	0,994393476	0,997269082			
147	00:00:10:054	15	3	250				0,059663609	0,011932722	0,994393476	0,996253242			
148	00:00:10:055	17	1	248				0,067618756	0,003977574	0,986438328	0,988761191			
149	00:00:10:055	13	2	250				0,051708461	0,007955148	0,994393476	0,995768766			
150	00:00:10:055	13	2	247				0,051708461	0,007955148	0,982460754	0,983852724			
151	00:00:10:055	16	3	254				0,063641182	0,011932722	1,010303772	1,012376561			
152	00:00:10:055	19	2	255				0,075573904	0,007955148	1,014281346	1,017124057			
153	00:00:10:055	19	0	253				0,075573904	0	1,006326198	1,009159963			
154	00:00:10:055	18	3	252				0,07159633	0,011932722	1,002348624	1,004973228			
155	00:00:10:055	19	1	253				0,075573904	0,003977574	1,006326198	1,009167802			
156	00:00:10:055	25	-2	252				0,099439348	-0,007955148	1,002348624	1,007300468			
157	00:00:10:055	22	-1	250				0,087506626	-0,003977574	0,994393476	0,998244267			
158	00:00:10:055	13	6	251				0,051708461	0,023865443	0,99837105	0,999994039			
159	00:00:10:055	15	2	249				0,059663609	0,007955148	0,990415902	0,992243261			
160	00:00:10:055	16	2	251				0,063641182	0,007955148	0,99837105	1,000429027			
161	00:00:10:055	15	4	249				0,059663609	0,015910296	0,990415902	0,992338925			
162	00:00:10:055	12	3	252				0,047730887	0,011932722	1,002348624	1,003555375			
163	00:00:10:055	24	2	255				0,095461774	0,007955148	1,014281346	1,018794819			
164	00:00:10:055	30	0	253				0,119327217	0	1,006326198	1,013376239			
165	00:00:10:058	26	0	249				0,103416922	0	0,990415902	0,995800542			
166	00:00:10:059	14	3	253				0,055686035	0,011932722	1,006326198	1,007936377			
167	00:00:10:059	16	4	252				0,063641182	0,015910296	1,002348624	1,004492957			
168	00:00:10:059	16	1	249				0,063641182	0,003977574	0,990415902	0,992466463			
169	00:00:10:059	16	0	253				0,063641182	0	1,006326198	1,008336559			
170	00:00:10:059	16	1	259				0,063641182	0,003977574	1,030191641	1,032163184			
171	00:00:10:059	22	0	256				0,087506626	0	1,018258919	1,022012053			
172	00:00:10:059	19	-2	253				0,075573904	-0,007955148	1,006326198	1,009191318			
173	00:00:10:059	14	0	249				0,055686035	0	0,990415902	0,991980138			
174	00:00:10:059	13	2	249				0,051708461	0,007955148	0,990415902	0,991796707			
175	00:00:10:059	19	1	256				0,075573904	0,003977574	1,018258919	1,021067316			
176	00:00:10:059	10	6	256				0,039775739	0,023865443	1,018258919	1,019314915			
177	00:00:10:059	12	5	253				0,047730887	0,01988787	1,006326198	1,0076538			
178	00:00:10:059	16	1	253				0,063641182	0,003977574	1,006326198	1,008344404			
179	00:00:10:059	19	0	251				0,075573904	0	0,99837105	1,001227331			
180	00:00:10:059	16	2	252				0,063641182	0,007955148	1,002348624	1,004398451			
181	00:00:10:059	14	4	251				0,055686035	0,015910296	0,99837105	1,000049411			
182	00:00:10:060	14	4	248				0,055686035	0,015910296	0,986438328	0,988136958			
183	00:00:10:060	22	0	248				0,087506626	0	0,986438328	0,990312064			
184	00:00:10:060	24	-1	248				0,095461774	-0,003977574	0,986438328	0,991054664			
185	00:00:10:060	19	0	250				0,075573904	0	0,994393476	0,997261149			
186	00:00:10:060	17	3	252				0,067618756	0,011932722	1,002348624	1,004697691			
187	00:00:10:060	18	1	255				0,07159633	0,003977574	1,014281346	1,016812915			
188	00:00:10:060	15	1	251				0,059663609	0,003977574	0,99837105	1,000160148			
189	00:00:10:060	18	2	252				0,07159633	0,007955148	1,002348624	1,00493387			
190	00:00:10:060	15	3	251				0,059663609	0,011932722	0,99837105	1,00022342			
191	00:00:10:060	15	2	256				0,059663609	0,007955148	1,018258919	1,0200364			
192	00:00:10:060	18	3	254				0,07159633	0,011932722	1,010303772	1,012907763			
193	00:00:10:060	15	1	254				0,059663609	0,003977574	1,010303772	1,012071775			
194	00:00:10:060	12	2	245				0,047730887	0,007955148	0,974505607	0,975706257			
195	00:00:10:060	12	1	248				0,047730887	0,003977574	0,986438328	0,987600443			
196	00:00:10:060	14	0	247				0,055686035	0	0,982460754	0,984037636			
197	00:00:10:060	18	-1	253				0,07159633	-0,003977574	1,006326198	1,008877729			
198	00:00:10:060	21	1	254				0,083529052	0,003977574	1,010303772	1,013758667			
199	00:00:10:061	20	0	255				0,079551478	0	1,014281346	1,017396228			
0	00:00:11:046	18	0	256				0,07159633	0	1,018258919	1,020772875			
1	00:00:11:047	15	1	252				0,059663609	0,003977574	1,002348624	1,004130634			
2	00:00:11:047	11	2	254				0,043753313	0,007955148	1,010303772	1,011282032			
3	00:00:11:047	13	1	248				0,051708461	0,003977574	0,986438328	0,987800669			
4	00:00:11:047	13	-1	242				0,051708461	-0,003977574	0,962572885	0,963968954			
5	00:00:11:047	16	1	253				0,063641182	0,003977574	1,006326198	1,008344404			
6	00:00:11:047	16	1	256				0,063641182	0,003977574	1,018258919	1,020253522			
7	00:00:11:047	22	0	253				0,087506626	0	1,006326198	1,010123669			
8	00:00:11:047	17	0	250				0,067618756	0	0,994393476	0,996689862			
9	00:00:11:047	14	0	243				0,055686035	0	0,966550459	0,968153254			
10	00:00:11:047	19	0	249				0,075573904	0	0,990415902	0,993295059			
11	00:00:11:047	16	1	248				0,063641182	0,003977574	0,986438328	0,98849714			
12	00:00:11:048	15	0	253				0,059663609	0	1,006326198	1,00809333			
