ndx:	HR:MN:SC:1/128s:	x:	y:	z:	unit factor			x:	y:	z:	modulus			
149	00:00:14:084	4	-2	245				0,015910296	-0,007955148	0,974505607	0,974667943			
150	00:00:14:084	4	-8	247				0,015910296	-0,031820591	0,982460754	0,983104685			
151	00:00:14:084	5	-1	245				0,01988787	-0,003977574	0,974505607	0,974716639			
152	00:00:14:084	3	-3	251				0,011932722	-0,011932722	0,99837105	0,998513662			
153	00:00:14:084	2	0	249				0,007955148	0	0,990415902	0,99044785			
154	00:00:14:084	3	-1	252				0,011932722	-0,003977574	1,002348624	1,002427541			
155	00:00:14:084	11	-6	250				0,043753313	-0,023865443	0,994393476	0,995641651			
156	00:00:14:084	11	-5	251				0,043753313	-0,01988787	0,99837105	0,999527205			
157	00:00:14:085	13	-5	249				0,051708461	-0,01988787	0,990415902	0,991964189			
158	00:00:14:085	11	-3	252				0,043753313	-0,011932722	1,002348624	1,003374061			
159	00:00:14:085	4	0	253				0,015910296	0	1,006326198	1,006451963			
160	00:00:14:085	4	-2	256				0,015910296	-0,007955148	1,018258919	1,018414282			
161	00:00:14:085	5	1	257				0,01988787	0,003977574	1,022236493	1,022437674			
162	00:00:14:085	4	-1	257				0,015910296	-0,003977574	1,022236493	1,022368039			
163	00:00:14:085	9	-2	253				0,035798165	-0,007955148	1,006326198	1,006994146			
164	00:00:14:085	7	-2	251				0,027843017	-0,007955148	0,99837105	0,998790905			
165	00:00:14:085	10	-5	248				0,039775739	-0,01988787	0,986438328	0,987440232			
166	00:00:14:085	5	-6	244				0,01988787	-0,023865443	0,970528033	0,971025102			
167	00:00:14:085	9	-2	245				0,035798165	-0,007955148	0,974505607	0,97519535			
168	00:00:14:085	6	-4	250				0,023865443	-0,015910296	0,994393476	0,994807058			
169	00:00:14:085	4	-1	254				0,015910296	-0,003977574	1,010303772	1,010436871			
170	00:00:14:085	6	1	255				0,023865443	0,003977574	1,014281346	1,014569874			
171	00:00:14:085	3	-1	254				0,011932722	-0,003977574	1,010303772	1,010382067			
172	00:00:14:085	5	0	251				0,01988787	0	0,99837105	0,998569117			
173	00:00:14:085	6	0	249				0,023865443	0	0,990415902	0,990703396			
174	00:00:14:088	5	0	248				0,01988787	0	0,986438328	0,98663879			
175	00:00:14:088	6	0	246				0,023865443	0	0,97848318	0,978774179			
176	00:00:14:088	6	1	249				0,023865443	0,003977574	0,990415902	0,990711381			
177	00:00:14:088	7	0	248				0,027843017	0	0,986438328	0,986831196			
178	00:00:14:088	8	-2	249				0,031820591	-0,007955148	0,990415902	0,990958876			
179	00:00:14:088	7	-2	253				0,027843017	-0,007955148	1,006326198	1,006742735			
180	00:00:14:088	6	0	248				0,023865443	0	0,986438328	0,986726981			
181	00:00:14:088	9	-2	244				0,035798165	-0,007955148	0,970528033	0,971220601			
182	00:00:14:088	11	-2	245				0,043753313	-0,007955148	0,974505607	0,975519766			
183	00:00:14:088	10	-6	245				0,039775739	-0,023865443	0,974505607	0,975608962			
184	00:00:14:089	5	0	252				0,01988787	0	1,002348624	1,002545905			
185	00:00:14:089	3	1	255				0,011932722	0,003977574	1,014281346	1,014359334			
186	00:00:14:089	5	2	252				0,01988787	0,007955148	1,002348624	1,002577466			
187	00:00:14:089	5	0	252				0,01988787	0	1,002348624	1,002545905			
188	00:00:14:089	3	-1	251				0,011932722	-0,003977574	0,99837105	0,998450281			
189	00:00:14:089	3	0	250				0,011932722	0	0,994393476	0,99446507			
190	00:00:14:089	10	-2	238				0,039775739	-0,007955148	0,946662589	0,94753124			
191	00:00:14:090	7	0	248				0,027843017	0	0,986438328	0,986831196			
192	00:00:14:090	12	-3	252				0,047730887	-0,011932722	1,002348624	1,003555375			
193	00:00:14:090	13	-3	251				0,051708461	-0,011932722	0,99837105	0,99978043			
194	00:00:14:090	10	0	250				0,039775739	0	0,994393476	0,995188673			
195	00:00:14:090	5	3	256				0,01988787	0,011932722	1,018258919	1,018523021			
196	00:00:14:090	9	1	250				0,035798165	0,003977574	0,994393476	0,995045584			
197	00:00:14:090	10	3	250				0,039775739	0,011932722	0,994393476	0,995260209			
198	00:00:14:090	7	3	241				0,027843017	0,011932722	0,958595311	0,959073821			
199	00:00:14:090	4	4	243				0,015910296	0,015910296	0,966550459	0,966812321			
0	00:00:15:073	4	7	240				0,015910296	0,027843017	0,954617737	0,955156215			
1	00:00:15:074	6	7	238				0,023865443	0,027843017	0,946662589	0,947372604			
2	00:00:15:074	12	5	237				0,047730887	0,01988787	0,942685015	0,944102115			
3	00:00:15:074	6	11	237				0,023865443	0,043753313	0,942685015	0,944001562			
4	00:00:15:074	7	19	246				0,027843017	0,075573904	0,97848318	0,98179223			
5	00:00:15:074	2	22	250				0,007955148	0,087506626	0,994393476	0,99826804			
6	00:00:15:074	5	19	250				0,01988787	0,075573904	0,994393476	0,997459437			
7	00:00:15:074	7	22	249				0,027843017	0,087506626	0,990415902	0,994663914			
8	00:00:15:074	4	28	253				0,015910296	0,111372069	1,006326198	1,012595325			
9	00:00:15:075	0	28	253				0	0,111372069	1,006326198	1,012470323			
10	00:00:15:075	6	32	257				0,023865443	0,127282365	1,022236493	1,030406623			
11	00:00:15:075	2	35	261				0,007955148	0,139215087	1,038146789	1,047469751			
12	00:00:15:075	8	34	258				0,031820591	0,135237513	1,026214067	1,035575708			
13	00:00:15:075	16	34	253				0,063641182	0,135237513	1,006326198	1,017365127			
14	00:00:15:075	5	39	252				0,01988787	0,155125382	1,002348624	1,014476306			
15	00:00:15:075	1	45	258				0,003977574	0,178990826	1,026214067	1,04171438			
16	00:00:15:075	1	54	268				0,003977574	0,214788991	1,065989806	1,087420985			
17	00:00:15:075	3	56	269				0,011932722	0,222744139	1,06996738	1,092971882			
18	00:00:15:075	13	60	264				0,051708461	0,238654434	1,050079511	1,078098642			
19	00:00:15:075	2	64	262				0,007955148	0,25456473	1,042124363	1,072795262			
20	00:00:15:076	1	68	256				0,003977574	0,270475025	1,018258919	1,053576664			
21	00:00:15:076	12	64	247				0,047730887	0,25456473	0,982460754	1,016026856			
22	00:00:15:076	8	55	236				0,031820591	0,218766565	0,938707441	0,964387381			
23	00:00:15:076	-4	60	236				-0,015910296	0,238654434	0,938707441	0,96870054			
24	00:00:15:076	-18	58	232				-0,07159633	0,230699286	0,922797146	0,953888236			
25	00:00:15:076	-15	62	239				-0,059663609	0,246609582	0,950640163	0,983917045			
26	00:00:15:076	1	60	253				0,003977574	0,238654434	1,006326198	1,034245704			
27	00:00:15:077	3	58	269				0,011932722	0,230699286	1,06996738	1,094620823			
28	00:00:15:077	9	57	272				0,035798165	0,226721713	1,081900102	1,105980142			
29	00:00:15:077	20	62	271				0,079551478	0,246609582	1,077922528	1,108630552			
30	00:00:15:077	25	49	259				0,099439348	0,194901121	1,030191641	1,053171139			
31	00:00:15:077	12	40	238				0,047730887	0,159102956	0,946662589	0,961125406			
32	00:00:15:077	-2	38	218				-0,007955148	0,151147808	0,867111111	0,880221917			
33	00:00:15:077	-6	33	213				-0,023865443	0,131259939	0,847223242	0,857663076			
34	00:00:15:077	-23	31	228				-0,0914842	0,123304791	0,90688685	0,919791927			
35	00:00:15:077	-29	34	235				-0,115349643	0,135237513	0,934729867	0,951480242			
36	00:00:15:077	1	27	262				0,003977574	0,107394495	1,042124363	1,047650985			
37	00:00:15:077	22	6	256				0,087506626	0,023865443	1,018258919	1,022290661			
38	00:00:15:077	41	-7	256				0,16308053	-0,027843017	1,018258919	1,031611225			
39	00:00:15:077	47	-12	258				0,186945973	-0,047730887	1,026214067	1,044194592			
40	00:00:15:077	46	-24	256				0,1829684	-0,095461774	1,018258919	1,038961796			
41	00:00:15:077	48	-35	265				0,190923547	-0,139215087	1,054057085	1,080217098			
42	00:00:15:077	29	-36	272				0,115349643	-0,143192661	1,081900102	1,09741401			
43	00:00:15:077	8	-34	296				0,031820591	-0,135237513	1,177361876	1,185530565			
44	00:00:15:078	15	-39	300				0,059663609	-0,155125382	1,193272171	1,204791312			
45	00:00:15:078	35	-56	291				0,139215087	-0,222744139	1,157474006	1,186904321			
46	00:00:15:078	51	-62	291				0,202856269	-0,246609582	1,157474006	1,200713549			
47	00:00:15:078	54	-61	280				0,214788991	-0,242632008	1,113720693	1,159904472			
48	00:00:15:078	45	-63	255				0,178990826	-0,250587156	1,014281346	1,059999192			
49	00:00:15:078	37	-68	225				0,147170234	-0,270475025	0,894954128	0,946445302			
50	00:00:15:078	22	-74	202				0,087506626	-0,294340469	0,803469929	0,860149782			
51	00:00:15:078	6	-72	193				0,023865443	-0,286385321	0,767671764	0,819698754			
52	00:00:15:078	8	-74	193				0,031820591	-0,294340469	0,767671764	0,822781136			
53	00:00:15:078	14	-74	217				0,055686035	-0,294340469	0,863133537	0,913639288			
54	00:00:15:078	21	-63	248				0,083529052	-0,250587156	0,986438328	1,021191265			
55	00:00:15:078	30	-63	268				0,119327217	-0,250587156	1,065989806	1,101529471			
56	00:00:15:078	21	-59	280				0,083529052	-0,23467686	1,113720693	1,141237974			
57	00:00:15:078	16	-53	284				0,063641182	-0,210811417	1,129630989	1,150894359			
58	00:00:15:078	7	-51	284				0,027843017	-0,202856269	1,129630989	1,148038358			
59	00:00:15:079	12	-46	283				0,047730887	-0,1829684	1,125653415	1,141425111			
60	00:00:15:079	17	-42	266				0,067618756	-0,167058104	1,058034659	1,07327445			
61	00:00:15:079	20	-44	251				0,079551478	-0,175013252	0,99837105	1,016711773			
62	00:00:15:079	24	-41	239				0,095461774	-0,16308053	0,950640163	0,969239356			
63	00:00:15:080	17	-32	235				0,067618756	-0,127282365	0,934729867	0,945776412			
64	00:00:15:080	12	-20	235				0,047730887	-0,079551478	0,934729867	0,939322416			
65	00:00:15:080	11	-20	237				0,043753313	-0,079551478	0,942685015	0,947046899			
66	00:00:15:080	11	-6	245				0,043753313	-0,023865443	0,974505607	0,975779221			
67	00:00:15:080	9	-3	253				0,035798165	-0,011932722	1,006326198	1,007033423			
68	00:00:15:080	21	-4	248				0,083529052	-0,015910296	0,986438328	0,990096367			
69	00:00:15:080	26	-7	245				0,103416922	-0,027843017	0,974505607	0,980373128			
70	00:00:15:080	25	-8	240				0,099439348	-0,031820591	0,954617737	0,96031024			
71	00:00:15:080	16	-3	246				0,063641182	-0,011932722	0,97848318	0,980623233			
72	00:00:15:080	18	-1	253				0,07159633	-0,003977574	1,006326198	1,008877729			
73	00:00:15:080	15	4	254				0,059663609	0,015910296	1,010303772	1,012189011			
74	00:00:15:080	17	5	263				0,067618756	0,01988787	1,046101937	1,048473693			
75	00:00:15:080	17	10	263				0,067618756	0,039775739	1,046101937	1,049039402			
76	00:00:15:080	13	9	259				0,051708461	0,035798165	1,030191641	1,032109534			
77	00:00:15:081	15	6	256				0,059663609	0,023865443	1,018258919	1,020284535			
78	00:00:15:081	21	7	252				0,083529052	0,027843017	1,002348624	1,006208279			
79	00:00:15:081	25	5	243				0,099439348	0,01988787	0,966550459	0,971855699			
80	00:00:15:081	22	9	243				0,087506626	0,035798165	0,966550459	0,971163584			
81	00:00:15:081	23	7	246				0,0914842	0,027843017	0,97848318	0,983144916			
82	00:00:15:081	24	11	248				0,095461774	0,043753313	0,986438328	0,992012035			
83	00:00:15:081	26	14	252				0,103416922	0,055686035	1,002348624	1,009206995			
84	00:00:15:081	26	13	254				0,103416922	0,051708461	1,010303772	1,016898488			
85	00:00:15:081	24	13	256				0,095461774	0,051708461	1,018258919	1,024030245			
86	00:00:15:081	22	14	255				0,087506626	0,055686035	1,014281346	1,019570984			
87	00:00:15:081	19	16	252				0,075573904	0,063641182	1,002348624	1,007206225			
88	00:00:15:081	21	11	254				0,083529052	0,043753313	1,010303772	1,014694617			
89	00:00:15:081	21	14	254				0,083529052	0,055686035	1,010303772	1,015279148			
90	00:00:15:081	21	17	253				0,083529052	0,067618756	1,006326198	1,012048326			
91	00:00:15:081	24	11	252				0,095461774	0,043753313	1,002348624	1,007834345			
92	00:00:15:081	25	7	249				0,099439348	0,027843017	0,990415902	0,995784654			
93	00:00:15:081	23	8	251				0,0914842	0,031820591	0,99837105	1,003058653			
94	00:00:15:081	20	5	250				0,079551478	0,01988787	0,994393476	0,997768686			
95	00:00:15:082	17	7	253				0,067618756	0,027843017	1,006326198	1,008979656			
96	00:00:15:082	20	8	252				0,079551478	0,031820591	1,002348624	1,006003853			
97	00:00:15:082	22	4	252				0,087506626	0,015910296	1,002348624	1,006286893			
98	00:00:15:082	21	8	255				0,083529052	0,031820591	1,014281346	1,018212306			
99	00:00:15:082	22	7	255				0,087506626	0,027843017	1,014281346	1,018429817			
100	00:00:16:070	20	8	259				0,079551478	0,031820591	1,030191641	1,033748425			
101	00:00:16:070	22	6	255				0,087506626	0,023865443	1,014281346	1,018328835			
102	00:00:16:070	26	7	246				0,103416922	0,027843017	0,97848318	0,984326992			
103	00:00:16:070	23	3	244				0,0914842	0,011932722	0,970528033	0,974903283			
104	00:00:16:070	19	8	242				0,075573904	0,031820591	0,962572885	0,966059275			
105	00:00:16:071	27	9	249				0,107394495	0,035798165	0,990415902	0,996864457			
106	00:00:16:071	30	8	251				0,119327217	0,031820591	0,99837105	1,005980262			
107	00:00:16:071	31	7	254				0,123304791	0,027843017	1,010303772	1,01818123			
108	00:00:16:071	25	10	254				0,099439348	0,039775739	1,010303772	1,015964568			
109	00:00:16:071	21	12	253				0,083529052	0,047730887	1,006326198	1,010914317			
110	00:00:16:071	19	16	255				0,075573904	0,063641182	1,014281346	1,019082069			
111	00:00:16:071	17	14	247				0,067618756	0,055686035	0,982460754	0,986358132			
112	00:00:16:072	19	10	252				0,075573904	0,039775739	1,002348624	1,005980262			
113	00:00:16:072	18	12	248				0,07159633	0,047730887	0,986438328	0,990184249			
114	00:00:16:072	20	12	244				0,079551478	0,047730887	0,970528033	0,974951967			
115	00:00:16:072	22	13	249				0,087506626	0,051708461	0,990415902	0,995617815			
116	00:00:16:072	29	6	255				0,115349643	0,023865443	1,014281346	1,021098305			
117	00:00:16:072	29	9	254				0,115349643	0,035798165	1,010303772	1,017497302			
118	00:00:16:072	28	7	253				0,111372069	0,027843017	1,006326198	1,012853093			
119	00:00:16:072	26	6	252				0,103416922	0,023865443	1,002348624	1,007952074			
120	00:00:16:072	24	6	253				0,095461774	0,023865443	1,006326198	1,011125574			
121	00:00:16:072	22	6	248				0,087506626	0,023865443	0,986438328	0,990599588			
122	00:00:16:072	26	7	251				0,103416922	0,027843017	0,99837105	1,004099122			
123	00:00:16:072	22	9	255				0,087506626	0,035798165	1,014281346	1,018678343			
124	00:00:16:072	20	10	247				0,079551478	0,039775739	0,982460754	0,986478424			
125	00:00:16:072	21	6	248				0,083529052	0,023865443	0,986438328	0,990256147			
126	00:00:16:072	22	7	260				0,087506626	0,027843017	1,034169215	1,038238223			
127	00:00:16:072	17	6	251				0,067618756	0,023865443	0,99837105	1,00094286			
128	00:00:16:072	20	7	250				0,079551478	0,027843017	0,994393476	0,997958945			
129	00:00:16:073	21	6	247				0,083529052	0,023865443	0,982460754	0,98629397			
130	00:00:16:073	24	9	254				0,095461774	0,035798165	1,010303772	1,015434966			
131	00:00:16:073	23	10	256				0,0914842	0,039775739	1,018258919	1,023133762			
132	00:00:16:073	29	9	255				0,115349643	0,035798165	1,014281346	1,021446864			
133	00:00:16:073	28	8	254				0,111372069	0,031820591	1,010303772	1,016921825			
134	00:00:16:073	25	7	252				0,099439348	0,027843017	1,002348624	1,0076538			
135	00:00:16:073	21	8	248				0,083529052	0,031820591	0,986438328	0,990479797			
136	00:00:16:073	18	10	247				0,07159633	0,039775739	0,982460754	0,985868793			
137	00:00:16:073	21	11	248				0,083529052	0,043753313	0,986438328	0,990934927			
138	00:00:16:073	29	10	248				0,115349643	0,039775739	0,986438328	0,993955847			
139	00:00:16:073	20	12	250				0,079551478	0,047730887	0,994393476	0,9987117			
140	00:00:16:073	17	13	246				0,067618756	0,051708461	0,97848318	0,982178902			
141	00:00:16:073	23	9	245				0,0914842	0,035798165	0,974505607	0,979444763			
142	00:00:16:073	25	10	248				0,099439348	0,039775739	0,986438328	0,992235289			
143	00:00:16:073	21	8	254				0,083529052	0,031820591	1,010303772	1,014250148			
144	00:00:16:073	24	11	252				0,095461774	0,043753313	1,002348624	1,007834345			
145	00:00:16:074	25	10	254				0,099439348	0,039775739	1,010303772	1,015964568			
146	00:00:16:074	29	8	249				0,115349643	0,031820591	0,990415902	0,997618038			
147	00:00:16:074	28	7	254				0,111372069	0,027843017	1,010303772	1,016805135			
148	00:00:16:075	16	12	258				0,063641182	0,047730887	1,026214067	1,02929284			
149	00:00:16:075	21	9	250				0,083529052	0,035798165	0,994393476	0,998537429			
150	00:00:16:075	17	9	249				0,067618756	0,035798165	0,990415902	0,993366732			
151	00:00:16:075	21	7	245				0,083529052	0,027843017	0,974505607	0,978475096			
152	00:00:16:075	22	6	249				0,087506626	0,023865443	0,990415902	0,99456052			
153	00:00:16:075	22	6	251				0,087506626	0,023865443	0,99837105	1,002482779			
154	00:00:16:075	25	7	251				0,099439348	0,027843017	0,99837105	1,003697251			
155	00:00:16:075	25	3	252				0,099439348	0,011932722	1,002348624	1,007339733			
156	00:00:16:075	19	11	250				0,075573904	0,043753313	0,994393476	0,998220493			
157	00:00:16:075	23	9	254				0,0914842	0,035798165	1,010303772	1,015068756			
158	00:00:16:075	23	7	251				0,0914842	0,027843017	0,99837105	1,00294035			
159	00:00:16:075	24	5	251				0,095461774	0,01988787	0,99837105	1,003121743			
160	00:00:16:075	25	6	250				0,099439348	0,023865443	0,994393476	0,999637999			
161	00:00:16:075	22	9	255				0,087506626	0,035798165	1,014281346	1,018678343			
162	00:00:16:076	22	10	252				0,087506626	0,039775739	1,002348624	1,006947011			
163	00:00:16:076	26	10	252				0,103416922	0,039775739	1,002348624	1,008454229			
164	00:00:16:076	28	11	248				0,111372069	0,043753313	0,986438328	0,993669294			
165	00:00:16:076	24	8	249				0,095461774	0,031820591	0,990415902	0,99551452			
166	00:00:16:076	22	12	251				0,087506626	0,047730887	0,99837105	1,00333464			
167	00:00:16:076	17	11	258				0,067618756	0,043753313	1,026214067	1,029369691			
168	00:00:16:076	18	12	256				0,07159633	0,047730887	1,018258919	1,021888203			
169	00:00:16:076	18	10	257				0,07159633	0,039775739	1,022236493	1,025512356			
170	00:00:16:076	18	8	257				0,07159633	0,031820591	1,022236493	1,025234623			
171	00:00:16:076	17	8	252				0,067618756	0,031820591	1,002348624	1,005130643			
172	00:00:16:076	15	7	255				0,059663609	0,027843017	1,014281346	1,01641607			
173	00:00:16:076	12	10	252				0,047730887	0,039775739	1,002348624	1,004272429			
174	00:00:16:076	12	7	251				0,047730887	0,027843017	0,99837105	0,999899107			
175	00:00:16:076	11	2	251				0,043753313	0,007955148	0,99837105	0,999360991			
176	00:00:16:076	5	7	247				0,01988787	0,027843017	0,982460754	0,983056405			
177	00:00:16:076	0	7	244				0	0,027843017	0,970528033	0,970927338			
178	00:00:16:076	-4	6	245				-0,015910296	0,023865443	0,974505607	0,974927625			
179	00:00:16:077	-8	4	249				-0,031820591	0,015910296	0,990415902	0,991054664			
180	00:00:16:077	-13	5	253				-0,051708461	0,01988787	1,006326198	1,007850043			
181	00:00:16:077	-19	6	255				-0,075573904	0,023865443	1,014281346	1,017372902			
182	00:00:16:077	-22	4	253				-0,087506626	0,015910296	1,006326198	1,010248961			
183	00:00:16:077	-26	3	254				-0,103416922	0,011932722	1,010303772	1,015653071			
184	00:00:16:077	-32	7	256				-0,127282365	0,027843017	1,018258919	1,02656089			
185	00:00:16:077	-38	6	255				-0,151147808	0,023865443	1,014281346	1,025759166			
186	00:00:16:077	-37	5	252				-0,147170234	0,01988787	1,002348624	1,013290368			
187	00:00:16:077	-41	8	242				-0,16308053	0,031820591	0,962572885	0,976808255			
188	00:00:16:078	-51	8	247				-0,202856269	0,031820591	0,982460754	1,003689369			
189	00:00:16:078	-58	10	247				-0,230699286	0,039775739	0,982460754	1,009967031			
190	00:00:16:078	-58	22	247				-0,230699286	0,087506626	0,982460754	1,012970239			
191	00:00:16:078	-51	19	252				-0,202856269	0,075573904	1,002348624	1,025458358			
192	00:00:16:078	-45	16	253				-0,178990826	0,063641182	1,006326198	1,024099767			
193	00:00:16:078	-45	17	255				-0,178990826	0,067618756	1,014281346	1,032170848			
194	00:00:16:078	-34	19	257				-0,135237513	0,075573904	1,022236493	1,03390911			
195	00:00:16:078	-19	8	256				-0,075573904	0,031820591	1,018258919	1,021555281			
196	00:00:16:079	-12	7	254				-0,047730887	0,027843017	1,010303772	1,011813808			
197	00:00:16:079	-20	10	250				-0,079551478	0,039775739	0,994393476	0,998363126			
198	00:00:16:079	-39	12	257				-0,155125382	0,047730887	1,022236493	1,035040854			
199	00:00:16:079	-35	19	263				-0,139215087	0,075573904	1,046101937	1,058027182			
0	00:00:17:066	-27	18	254				-0,107394495	0,07159633	1,010303772	1,018515254			
1	00:00:17:067	-26	9	243				-0,103416922	0,035798165	0,966550459	0,97272625			
2	00:00:17:067	-26	13	239				-0,103416922	0,051708461	0,950640163	0,957645834			
3	00:00:17:067	-43	18	243				-0,171035678	0,07159633	0,966550459	0,984174287			
4	00:00:17:067	-50	24	251				-0,198878695	0,095461774	0,99837105	1,022453148			
5	00:00:17:067	-39	26	248				-0,155125382	0,103416922	0,986438328	1,003902146			
6	00:00:17:067	-30	20	249				-0,119327217	0,079551478	0,990415902	1,000745263			
7	00:00:17:067	-20	22	235				-0,079551478	0,087506626	0,934729867	0,94218139			
8	00:00:17:067	-10	19	234				-0,039775739	0,075573904	0,930752294	0,934662162			
9	00:00:17:067	-3	13	233				-0,011932722	0,051708461	0,92677472	0,928292807			
10	00:00:17:067	14	3	249				0,055686035	0,011932722	0,990415902	0,992051906			
11	00:00:17:067	43	6	274				0,171035678	0,023865443	1,08985525	1,103452413			
12	00:00:17:067	74	9	276				0,294340469	0,035798165	1,097810398	1,137147963			
13	00:00:17:068	110	0	275				0,437533129	0	1,093832824	1,178094005			
14	00:00:17:068	142	-12	258				0,564815494	-0,047730887	1,026214067	1,172352375			
15	00:00:17:068	159	-5	247				0,632434251	-0,01988787	0,982460754	1,168587927			
16	00:00:17:068	173	0	240				0,688120285	0	0,954617737	1,176777188			
17	00:00:17:068	166	2	237				0,660277268	0,007955148	0,942685015	1,150949344			
18	00:00:17:068	149	0	253				0,592658512	0	1,006326198	1,167876932			
19	00:00:17:068	142	4	275				0,564815494	0,015910296	1,093832824	1,2311539			
20	00:00:17:068	145	9	291				0,576748216	0,035798165	1,157474006	1,293702473			
21	00:00:17:068	150	3	285				0,596636086	0,011932722	1,133608563	1,281087578			
22	00:00:17:068	129	3	264				0,513107034	0,011932722	1,050079511	1,168797757			
23	00:00:17:068	96	6	253				0,381847095	0,023865443	1,006326198	1,076600752			
24	00:00:17:068	64	9	243				0,25456473	0,035798165	0,966550459	1,000152238			
25	00:00:17:068	34	19	241				0,135237513	0,075573904	0,958595311	0,971033249			
26	00:00:17:068	15	27	242				0,059663609	0,107394495	0,962572885	0,970381308			
27	00:00:17:068	0	27	247				0	0,107394495	0,982460754	0,988313063			
28	00:00:17:068	-21	32	250				-0,083529052	0,127282365	0,994393476	1,005980262			
29	00:00:17:068	-23	35	263				-0,0914842	0,139215087	1,046101937	1,059282522			
30	00:00:17:069	-21	35	266				-0,083529052	0,139215087	1,058034659	1,070418274			
31	00:00:17:069	-9	27	253				-0,035798165	0,107394495	1,006326198	1,012673443			
32	00:00:17:069	2	15	243				0,007955148	0,059663609	0,966550459	0,968422852			
33	00:00:17:069	18	11	245				0,07159633	0,043753313	0,974505607	0,978111223			
34	00:00:17:069	15	11	242				0,059663609	0,043753313	0,962572885	0,96541217			
35	00:00:17:070	15	5	242				0,059663609	0,01988787	0,962572885	0,964625229			
36	00:00:17:070	14	8	246				0,055686035	0,031820591	0,97848318	0,980582897			
37	00:00:17:070	15	7	247				0,059663609	0,027843017	0,982460754	0,984664468			
38	00:00:17:070	24	4	254				0,095461774	0,015910296	1,010303772	1,01492847			
39	00:00:17:070	9	11	259				0,035798165	0,043753313	1,030191641	1,031741575			
40	00:00:17:070	-6	12	266				-0,023865443	0,047730887	1,058034659	1,059379599			
41	00:00:17:070	-2	16	265				-0,007955148	0,063641182	1,054057085	1,056006545			
42	00:00:17:070	1	17	261				0,003977574	0,067618756	1,038146789	1,040354205			
43	00:00:17:070	1	15	256				0,003977574	0,059663609	1,018258919	1,020013134			
44	00:00:17:070	2	15	250				0,007955148	0,059663609	0,994393476	0,996213539			
45	00:00:17:070	2	16	238				0,007955148	0,063641182	0,946662589	0,948832726			
46	00:00:17:070	2	15	235				0,007955148	0,059663609	0,934729867	0,936665872			
47	00:00:17:071	8	9	236				0,031820591	0,035798165	0,938707441	0,939928571			
48	00:00:17:071	17	7	239				0,067618756	0,027843017	0,950640163	0,953448609			
49	00:00:17:071	10	12	250				0,039775739	0,047730887	0,994393476	0,996332641			
50	00:00:17:071	6	16	259				0,023865443	0,063641182	1,030191641	1,032431391			
51	00:00:17:071	1	17	260				0,003977574	0,067618756	1,034169215	1,036385103			
52	00:00:17:071	3	22	262				0,011932722	0,087506626	1,042124363	1,045859927			
53	00:00:17:071	6	14	264				0,023865443	0,055686035	1,050079511	1,051825781			
54	00:00:17:071	4	16	260				0,015910296	0,063641182	1,034169215	1,036247704			
55	00:00:17:071	3	17	253				0,011932722	0,067618756	1,006326198	1,008666001			
56	00:00:17:071	0	15	243				0	0,059663609	0,966550459	0,968390177			
57	00:00:17:071	4	16	236				0,015910296	0,063641182	0,938707441	0,940996811			
58	00:00:17:071	3	12	233				0,011932722	0,047730887	0,92677472	0,928079742			
59	00:00:17:071	3	14	234				0,011932722	0,055686035	0,930752294	0,932492979			
60	00:00:17:071	7	15	246				0,027843017	0,059663609	0,97848318	0,980695832			
61	00:00:17:071	3	16	252				0,011932722	0,063641182	1,002348624	1,00443783			
62	00:00:17:071	4	19	260				0,015910296	0,075573904	1,034169215	1,037048947			
63	00:00:17:071	6	14	266				0,023865443	0,055686035	1,058034659	1,05976782			
64	00:00:17:071	2	19	268				0,007955148	0,075573904	1,065989806	1,068694983			
65	00:00:17:072	2	18	261				0,007955148	0,07159633	1,038146789	1,040643106			
66	00:00:17:072	1	17	248				0,003977574	0,067618756	0,986438328	0,988761191			
67	00:00:17:072	2	14	238				0,007955148	0,055686035	0,946662589	0,948332366			
68	00:00:17:072	9	12	235				0,035798165	0,047730887	0,934729867	0,93663209			
69	00:00:17:072	1	21	238				0,003977574	0,083529052	0,946662589	0,950348874			
70	00:00:17:072	1	21	242				0,003977574	0,083529052	0,962572885	0,966198469			
71	00:00:17:072	0	20	250				0	0,079551478	0,994393476	0,99757046			
72	00:00:17:072	5	18	251				0,01988787	0,07159633	0,99837105	1,001132516			
73	00:00:17:072	11	16	256				0,043753313	0,063641182	1,018258919	1,021183519			
74	00:00:17:073	11	15	256				0,043753313	0,059663609	1,018258919	1,020943351			
75	00:00:17:073	13	14	254				0,051708461	0,055686035	1,010303772	1,013157643			
76	00:00:17:073	12	13	246				0,047730887	0,051708461	0,97848318	0,981010365			
77	00:00:17:073	6	18	249				0,023865443	0,07159633	0,990415902	0,993287095			
78	00:00:17:073	0	17	257				0	0,067618756	1,022236493	1,02447047			
79	00:00:17:073	-1	16	256				-0,003977574	0,063641182	1,018258919	1,020253522			
80	00:00:17:073	1	16	251				0,003977574	0,063641182	0,99837105	1,000405305			
81	00:00:17:073	7	17	244				0,027843017	0,067618756	0,970528033	0,973279093			
82	00:00:17:074	13	14	245				0,051708461	0,055686035	0,974505607	0,977464003			
83	00:00:17:074	9	17	242				0,035798165	0,067618756	0,962572885	0,965608805			
84	00:00:17:074	9	15	244				0,035798165	0,059663609	0,970528033	0,97301897			
85	00:00:17:074	5	14	250				0,01988787	0,055686035	0,994393476	0,996150012			
