ndx:	HR:MN:SC:1/128s:	x:	y:	z:
86,	00:00:03:019,	92,	-10,	235
87,	00:00:03:019,	96,	-10,	233
88,	00:00:03:019,	103,	-8,	222
89,	00:00:03:019,	112,	-17,	216
90,	00:00:03:019,	109,	-20,	207
91,	00:00:03:019,	110,	-24,	209
92,	00:00:03:019,	114,	-29,	200
93,	00:00:03:019,	106,	-20,	200
94,	00:00:03:019,	105,	-21,	188
95,	00:00:03:019,	109,	-17,	167
96,	00:00:03:020,	111,	-21,	172
97,	00:00:03:020,	107,	-17,	173
98,	00:00:03:020,	108,	-20,	157
99,	00:00:03:021,	105,	-15,	158
100,	00:00:03:021,	90,	-18,	156
101,	00:00:03:021,	91,	-23,	145
102,	00:00:03:021,	71,	-18,	155
103,	00:00:03:021,	71,	-9,	150
104,	00:00:03:021,	56,	-13,	155
105,	00:00:03:021,	55,	-16,	164
106,	00:00:03:021,	54,	-10,	172
107,	00:00:03:021,	49,	-6,	179
108,	00:00:03:021,	58,	-7,	201
109,	00:00:03:021,	65,	-6,	204
110,	00:00:03:021,	79,	-1,	223
111,	00:00:03:021,	99,	3,	228
112,	00:00:03:022,	104,	7,	269
113,	00:00:03:022,	117,	0,	296
114,	00:00:03:022,	172,	-55,	345
115,	00:00:03:022,	156,	23,	361
116,	00:00:03:022,	130,	102,	375
117,	00:00:03:022,	119,	154,	376
118,	00:00:03:022,	110,	180,	380
119,	00:00:03:022,	111,	169,	373
120,	00:00:03:022,	121,	144,	366
121,	00:00:03:022,	143,	110,	322
122,	00:00:03:022,	154,	85,	295
123,	00:00:03:022,	145,	72,	268
124,	00:00:03:022,	142,	80,	262
125,	00:00:03:022,	121,	82,	253
126,	00:00:03:023,	120,	76,	251
127,	00:00:03:023,	103,	83,	257
128,	00:00:03:036,	97,	78,	264
129,	00:00:03:036,	99,	77,	259
130,	00:00:03:036,	93,	67,	268
131,	00:00:03:036,	106,	62,	266
132,	00:00:03:036,	99,	59,	268
133,	00:00:03:037,	87,	82,	259
134,	00:00:03:037,	83,	73,	258
135,	00:00:03:037,	72,	69,	258
136,	00:00:03:037,	60,	62,	240
137,	00:00:03:037,	35,	65,	228
138,	00:00:03:037,	23,	62,	224
139,	00:00:03:037,	17,	52,	204
140,	00:00:03:037,	15,	47,	181
141,	00:00:03:037,	19,	26,	187
142,	00:00:03:037,	19,	32,	174
143,	00:00:03:037,	27,	24,	163
144,	00:00:03:050,	38,	31,	153
145,	00:00:03:050,	45,	35,	159
146,	00:00:03:050,	46,	27,	145
147,	00:00:03:050,	40,	30,	157
148,	00:00:03:050,	48,	28,	153
149,	00:00:03:050,	57,	29,	157
150,	00:00:03:050,	52,	24,	176
151,	00:00:03:050,	57,	24,	186
152,	00:00:03:050,	56,	25,	196
153,	00:00:03:050,	58,	24,	207
154,	00:00:03:050,	63,	29,	221
155,	00:00:03:050,	67,	38,	228
156,	00:00:03:050,	76,	52,	230
157,	00:00:03:050,	83,	45,	240
158,	00:00:03:050,	83,	48,	249
159,	00:00:03:050,	86,	56,	253
160,	00:00:03:050,	91,	58,	253
161,	00:00:03:064,	-35,	247,	100
162,	00:00:03:064,	-38,	275,	94
163,	00:00:03:065,	-42,	283,	87
164,	00:00:03:065,	101,	56,	246
165,	00:00:03:065,	100,	54,	242
166,	00:00:03:065,	98,	56,	226
167,	00:00:03:065,	96,	58,	225
168,	00:00:03:065,	97,	61,	226
169,	00:00:03:065,	102,	60,	213
170,	00:00:03:065,	105,	61,	212
171,	00:00:03:065,	104,	68,	216
172,	00:00:03:065,	100,	65,	224
173,	00:00:03:065,	101,	69,	238
174,	00:00:03:065,	107,	69,	241
175,	00:00:03:065,	114,	68,	254
176,	00:00:03:065,	125,	77,	261
177,	00:00:03:066,	127,	77,	267
178,	00:00:03:066,	130,	80,	272
179,	00:00:03:066,	130,	79,	284
180,	00:00:03:066,	130,	78,	285
181,	00:00:03:066,	130,	76,	287
182,	00:00:03:066,	129,	79,	284
183,	00:00:03:066,	124,	80,	281
184,	00:00:03:066,	120,	79,	275
185,	00:00:03:066,	114,	80,	267
186,	00:00:03:066,	112,	75,	266
187,	00:00:03:066,	104,	68,	265
188,	00:00:03:066,	90,	59,	261
189,	00:00:03:066,	92,	53,	254
190,	00:00:03:067,	88,	43,	239
191,	00:00:03:067,	88,	41,	231
192,	00:00:03:067,	83,	38,	224
193,	00:00:03:068,	78,	30,	218
194,	00:00:03:068,	70,	29,	214
195,	00:00:03:068,	70,	17,	207
196,	00:00:03:068,	69,	12,	204
197,	00:00:03:068,	71,	13,	195
198,	00:00:03:068,	71,	16,	192
199,	00:00:03:068,	71,	19,	194
200,	00:00:03:068,	84,	22,	185
201,	00:00:03:068,	84,	25,	196
202,	00:00:03:068,	101,	29,	194
203,	00:00:03:068,	96,	27,	199
204,	00:00:03:068,	103,	26,	203
205,	00:00:03:068,	101,	29,	199
206,	00:00:03:068,	93,	36,	213
207,	00:00:03:068,	102,	46,	211
208,	00:00:03:068,	98,	35,	220
209,	00:00:03:069,	109,	32,	236
210,	00:00:03:069,	108,	35,	246
211,	00:00:03:069,	127,	33,	245
212,	00:00:03:069,	123,	40,	240
213,	00:00:03:070,	123,	50,	243
214,	00:00:03:070,	120,	54,	250
215,	00:00:03:070,	118,	58,	240
216,	00:00:03:070,	106,	74,	225
217,	00:00:03:070,	126,	72,	231
218,	00:00:03:070,	115,	66,	236
219,	00:00:03:070,	104,	77,	236
220,	00:00:03:070,	111,	72,	229
221,	00:00:03:070,	100,	63,	238
222,	00:00:03:070,	102,	61,	242
223,	00:00:03:070,	98,	72,	247
224,	00:00:03:070,	86,	87,	246
225,	00:00:03:074,	98,	89,	254
226,	00:00:03:074,	106,	88,	245
227,	00:00:03:074,	109,	93,	251
228,	00:00:03:074,	114,	89,	236
229,	00:00:03:074,	104,	82,	237
230,	00:00:03:074,	114,	84,	216
231,	00:00:03:075,	119,	88,	203
232,	00:00:03:075,	124,	76,	198
233,	00:00:03:075,	124,	84,	195
234,	00:00:03:075,	112,	78,	202
235,	00:00:03:075,	113,	85,	213
236,	00:00:03:075,	111,	79,	210
237,	00:00:03:075,	111,	84,	219
238,	00:00:03:075,	116,	85,	227
239,	00:00:03:075,	120,	83,	227
240,	00:00:03:075,	120,	87,	234
241,	00:00:03:089,	125,	84,	249
242,	00:00:03:089,	125,	91,	255
243,	00:00:03:089,	127,	95,	268
244,	00:00:03:089,	136,	96,	275
245,	00:00:03:089,	137,	99,	291
246,	00:00:03:089,	140,	95,	289
247,	00:00:03:089,	143,	99,	296
248,	00:00:03:089,	146,	99,	300
249,	00:00:03:089,	148,	94,	301
250,	00:00:03:089,	151,	104,	305
251,	00:00:03:089,	153,	102,	307
252,	00:00:03:089,	145,	108,	301
253,	00:00:03:089,	139,	114,	290
254,	00:00:03:089,	140,	99,	290
255,	00:00:03:089,	138,	100,	293
256,	00:00:03:089,	135,	91,	290
257,	00:00:03:102,	66,	344,	35
258,	00:00:03:102,	44,	328,	46
259,	00:00:03:102,	44,	297,	37
260,	00:00:03:102,	52,	292,	31
261,	00:00:03:102,	53,	280,	25
262,	00:00:03:102,	53,	265,	51
263,	00:00:03:102,	41,	264,	52
264,	00:00:03:102,	39,	266,	55
265,	00:00:03:102,	31,	262,	48
266,	00:00:03:102,	28,	266,	53
267,	00:00:03:102,	23,	263,	48
268,	00:00:03:102,	18,	256,	45
269,	00:00:03:102,	12,	263,	50
270,	00:00:03:103,	16,	258,	38
271,	00:00:03:103,	22,	250,	38
272,	00:00:03:103,	5,	243,	33
273,	00:00:03:103,	13,	242,	46
274,	00:00:03:117,	22,	248,	32
275,	00:00:03:117,	27,	240,	33
276,	00:00:03:117,	26,	234,	17
277,	00:00:03:117,	10,	240,	12
278,	00:00:03:117,	-5,	248,	6
279,	00:00:03:117,	-10,	258,	10
280,	00:00:03:117,	-23,	269,	17
281,	00:00:03:117,	11,	273,	8
282,	00:00:03:117,	-5,	279,	8
283,	00:00:03:117,	6,	276,	22
284,	00:00:03:117,	2,	278,	9
285,	00:00:03:117,	4,	279,	12
286,	00:00:03:117,	-15,	278,	8
287,	00:00:03:117,	-7,	282,	13
288,	00:00:03:117,	-25,	275,	17
289,	00:00:03:117,	21,	263,	14
290,	00:00:03:118,	22,	248,	13
291,	00:00:03:118,	43,	225,	5
292,	00:00:03:118,	35,	219,	-5
293,	00:00:03:118,	29,	207,	2
294,	00:00:03:119,	32,	215,	8
295,	00:00:03:119,	46,	208,	17
296,	00:00:03:119,	41,	219,	17
297,	00:00:03:119,	31,	223,	23
298,	00:00:03:119,	40,	213,	26
299,	00:00:03:119,	24,	189,	16
300,	00:00:04:088,	15,	175,	7
301,	00:00:04:089,	4,	167,	10
302,	00:00:04:089,	-11,	182,	31
303,	00:00:04:089,	-2,	181,	36
304,	00:00:04:089,	7,	167,	46
305,	00:00:04:089,	-6,	171,	60
306,	00:00:04:089,	3,	167,	38
307,	00:00:04:090,	-3,	181,	35
308,	00:00:04:090,	-4,	194,	32
309,	00:00:04:091,	18,	235,	28
310,	00:00:04:091,	16,	259,	5
311,	00:00:04:091,	5,	276,	10
312,	00:00:04:091,	13,	297,	15
313,	00:00:04:091,	-5,	306,	1
314,	00:00:04:091,	4,	314,	4
315,	00:00:04:091,	4,	321,	12
316,	00:00:04:091,	-2,	332,	0
317,	00:00:04:091,	22,	279,	12
318,	00:00:04:091,	22,	268,	19
319,	00:00:04:091,	35,	246,	26
320,	00:00:04:091,	44,	203,	25
321,	00:00:04:091,	51,	194,	35
322,	00:00:04:091,	49,	191,	18
323,	00:00:04:091,	54,	202,	22
324,	00:00:04:092,	68,	208,	14
325,	00:00:04:092,	75,	240,	-2
326,	00:00:04:092,	64,	269,	15
327,	00:00:04:092,	58,	278,	7
328,	00:00:04:092,	56,	268,	4
329,	00:00:04:092,	33,	278,	17
330,	00:00:04:092,	46,	238,	11
331,	00:00:04:092,	40,	198,	18
332,	00:00:04:092,	7,	189,	7
333,	00:00:04:092,	-9,	191,	20
334,	00:00:04:092,	-21,	294,	10
335,	00:00:04:092,	-20,	359,	11
336,	00:00:04:093,	12,	357,	19
337,	00:00:04:093,	37,	327,	32
338,	00:00:04:093,	26,	282,	31
339,	00:00:04:093,	59,	280,	50
340,	00:00:04:094,	47,	252,	54
341,	00:00:04:094,	64,	231,	47
342,	00:00:04:094,	83,	199,	52
343,	00:00:04:094,	78,	189,	43
344,	00:00:04:094,	74,	205,	24
345,	00:00:04:094,	68,	225,	14
346,	00:00:04:094,	78,	219,	28
347,	00:00:04:094,	64,	197,	13
348,	00:00:04:094,	54,	158,	8
349,	00:00:04:094,	48,	141,	11
350,	00:00:04:094,	17,	127,	-19
351,	00:00:04:094,	7,	132,	-38
352,	00:00:04:094,	16,	145,	-65
353,	00:00:04:094,	13,	237,	-68
354,	00:00:04:094,	18,	173,	-93
355,	00:00:04:094,	32,	121,	-75
356,	00:00:04:094,	32,	127,	-63
357,	00:00:04:108,	33,	124,	-41
358,	00:00:04:108,	40,	141,	-25
359,	00:00:04:108,	25,	116,	-12
360,	00:00:04:108,	15,	112,	-5
361,	00:00:04:108,	-12,	102,	-21
362,	00:00:04:108,	11,	105,	-27
363,	00:00:04:108,	23,	127,	-17
364,	00:00:04:108,	37,	201,	-5
365,	00:00:04:108,	32,	171,	-39
366,	00:00:04:108,	45,	210,	-13
367,	00:00:04:108,	37,	218,	5
368,	00:00:04:108,	31,	196,	-5
369,	00:00:04:108,	35,	141,	-10
370,	00:00:04:109,	17,	147,	-13
371,	00:00:04:109,	46,	117,	-12
372,	00:00:04:109,	55,	143,	-14
373,	00:00:04:122,	23,	184,	-3
374,	00:00:04:122,	50,	191,	14
375,	00:00:04:122,	56,	184,	22
376,	00:00:04:122,	64,	164,	4
377,	00:00:04:122,	62,	135,	2
378,	00:00:04:122,	64,	127,	12
379,	00:00:04:122,	68,	149,	23
380,	00:00:04:122,	85,	266,	39
381,	00:00:04:122,	73,	179,	-3
382,	00:00:04:122,	76,	156,	28
383,	00:00:04:122,	58,	118,	30
384,	00:00:04:122,	70,	102,	19
385,	00:00:04:122,	69,	103,	-5
386,	00:00:04:122,	72,	119,	14
387,	00:00:04:122,	73,	102,	15
388,	00:00:04:122,	55,	111,	24
389,	00:00:05:008,	53,	121,	9
390,	00:00:05:008,	70,	122,	16
391,	00:00:05:008,	59,	189,	2
392,	00:00:05:008,	69,	202,	0
393,	00:00:05:008,	44,	197,	17
394,	00:00:05:008,	51,	212,	12
395,	00:00:05:008,	48,	262,	19
396,	00:00:05:008,	-8,	333,	1
397,	00:00:05:008,	92,	648,	-14
398,	00:00:05:008,	169,	1152,	-2
399,	00:00:05:008,	-25,	1606,	-50
400,	00:00:05:009,	14,	1826,	-50
401,	00:00:05:009,	72,	1715,	-18
402,	00:00:05:009,	85,	1324,	-2
403,	00:00:05:009,	85,	908,	2
404,	00:00:05:009,	66,	550,	4
405,	00:00:05:009,	54,	334,	0
406,	00:00:05:010,	49,	212,	-11
407,	00:00:05:010,	78,	136,	-13
408,	00:00:05:010,	81,	95,	-10
409,	00:00:05:010,	78,	76,	-8
410,	00:00:05:010,	91,	74,	-3
411,	00:00:05:010,	100,	95,	4
412,	00:00:05:010,	95,	141,	8
413,	00:00:05:010,	91,	214,	13
414,	00:00:05:010,	84,	272,	15
415,	00:00:05:011,	66,	323,	19
416,	00:00:05:011,	42,	365,	17
417,	00:00:05:011,	21,	381,	12
418,	00:00:05:011,	3,	370,	5
419,	00:00:05:011,	-17,	336,	6
420,	00:00:05:011,	-30,	292,	8
421,	00:00:05:011,	-38,	252,	4
422,	00:00:05:012,	-38,	223,	-2
423,	00:00:05:012,	-33,	197,	-6
424,	00:00:05:012,	-25,	183,	-5
425,	00:00:05:012,	-16,	179,	-6
426,	00:00:05:012,	-2,	186,	-2
427,	00:00:05:012,	18,	203,	-3
428,	00:00:05:012,	38,	226,	-1
429,	00:00:05:012,	56,	247,	3
430,	00:00:05:012,	73,	265,	6
431,	00:00:05:012,	87,	276,	12
432,	00:00:05:012,	93,	284,	16
433,	00:00:05:012,	100,	283,	13
434,	00:00:05:012,	106,	278,	8
435,	00:00:05:012,	107,	269,	10
436,	00:00:05:012,	103,	259,	11
437,	00:00:05:012,	98,	256,	3
438,	00:00:05:012,	91,	252,	1
439,	00:00:05:014,	87,	251,	2
440,	00:00:05:014,	74,	254,	-1
441,	00:00:05:014,	68,	260,	-2
442,	00:00:05:014,	61,	263,	-5
443,	00:00:05:014,	59,	268,	-6
444,	00:00:05:014,	58,	276,	6
445,	00:00:05:014,	54,	270,	0
446,	00:00:05:014,	53,	269,	5
447,	00:00:05:014,	55,	265,	5
448,	00:00:05:014,	56,	267,	-1
449,	00:00:05:014,	61,	263,	0
450,	00:00:05:014,	67,	261,	-4
451,	00:00:05:014,	75,	259,	0
452,	00:00:05:014,	79,	259,	0
453,	00:00:05:014,	84,	262,	-4
454,	00:00:05:014,	89,	259,	2
455,	00:00:05:014,	87,	263,	2
456,	00:00:05:042,	93,	266,	1
457,	00:00:05:042,	95,	267,	2
458,	00:00:05:042,	96,	263,	8
459,	00:00:05:042,	94,	267,	1
460,	00:00:05:042,	94,	267,	-1
461,	00:00:05:042,	94,	266,	1
462,	00:00:05:042,	80,	261,	0
463,	00:00:05:043,	28,	228,	-7
464,	00:00:05:043,	-46,	182,	-7
465,	00:00:05:043,	-91,	166,	-16
466,	00:00:05:043,	-88,	188,	-11
467,	00:00:05:043,	-76,	215,	-26
468,	00:00:05:043,	-81,	246,	-28
469,	00:00:05:043,	-77,	258,	-26
470,	00:00:05:043,	-71,	268,	-24
471,	00:00:05:043,	-45,	292,	-20
472,	00:00:05:057,	-40,	313,	-23
473,	00:00:05:057,	-36,	325,	-23
474,	00:00:05:057,	-27,	328,	-14
475,	00:00:05:057,	-29,	329,	-7
476,	00:00:05:057,	-34,	321,	-11
477,	00:00:05:057,	-35,	319,	-12
478,	00:00:05:057,	-39,	311,	-18
479,	00:00:05:057,	-53,	302,	-21
480,	00:00:05:057,	-64,	297,	-26
481,	00:00:05:057,	-73,	287,	-17
482,	00:00:05:057,	-82,	282,	-22
483,	00:00:05:057,	-89,	279,	-18
484,	00:00:05:057,	-74,	284,	-19
485,	00:00:05:057,	-77,	283,	-17
486,	00:00:05:057,	-74,	290,	-11
487,	00:00:05:057,	-75,	287,	-13
488,	00:00:05:059,	-39,	296,	-14
489,	00:00:05:059,	-31,	312,	7
490,	00:00:05:059,	-20,	316,	17
491,	00:00:05:059,	-39,	292,	10
492,	00:00:05:059,	-60,	243,	-8
493,	00:00:05:059,	-86,	134,	-27
494,	00:00:05:059,	-108,	87,	-36
495,	00:00:05:059,	-51,	86,	-39
496,	00:00:05:059,	25,	120,	-32
497,	00:00:05:059,	75,	158,	-9
498,	00:00:05:059,	113,	186,	10
499,	00:00:05:059,	153,	225,	12
500,	00:00:05:059,	169,	228,	33
501,	00:00:05:059,	182,	244,	28
502,	00:00:05:059,	94,	247,	33
503,	00:00:05:060,	155,	282,	58
504,	00:00:05:060,	193,	303,	58
505,	00:00:05:060,	164,	342,	50
506,	00:00:05:060,	167,	380,	45
507,	00:00:05:060,	146,	390,	30
508,	00:00:05:061,	144,	395,	10
509,	00:00:05:061,	142,	404,	4
510,	00:00:05:061,	125,	413,	-3
511,	00:00:05:061,	134,	424,	-3
512,	00:00:05:061,	166,	430,	6
513,	00:00:05:061,	186,	424,	12
514,	00:00:05:061,	187,	408,	12
515,	00:00:05:061,	186,	373,	14
516,	00:00:05:061,	188,	334,	8
517,	00:00:05:061,	169,	301,	3
518,	00:00:05:061,	161,	270,	0
519,	00:00:05:061,	145,	246,	0
520,	00:00:05:062,	131,	238,	-3
521,	00:00:05:062,	124,	231,	-4
522,	00:00:05:062,	117,	225,	0
523,	00:00:05:062,	107,	226,	1
524,	00:00:05:062,	93,	227,	-2
525,	00:00:05:063,	84,	224,	-1
526,	00:00:05:063,	74,	237,	2
527,	00:00:05:063,	65,	258,	-3
528,	00:00:05:063,	66,	283,	-7
529,	00:00:05:063,	54,	299,	-7
530,	00:00:05:063,	45,	313,	-10
531,	00:00:05:063,	42,	309,	-14
532,	00:00:05:063,	31,	308,	-11
533,	00:00:05:063,	19,	323,	-7
534,	00:00:05:063,	28,	323,	-9
535,	00:00:05:063,	35,	280,	-12
536,	00:00:05:064,	36,	240,	-10
537,	00:00:05:064,	39,	235,	-11
538,	00:00:05:064,	48,	251,	-12
539,	00:00:05:064,	71,	260,	-9
540,	00:00:05:064,	117,	271,	-2
541,	00:00:05:064,	91,	296,	2
542,	00:00:05:064,	90,	301,	12
543,	00:00:05:064,	93,	299,	15
544,	00:00:05:064,	87,	286,	19
545,	00:00:05:064,	71,	275,	12
546,	00:00:05:064,	55,	272,	7
547,	00:00:05:064,	41,	266,	7
548,	00:00:05:064,	36,	275,	3
549,	00:00:05:064,	43,	284,	2
550,	00:00:05:065,	39,	282,	8
551,	00:00:05:065,	42,	284,	13
552,	00:00:05:065,	52,	290,	13
553,	00:00:05:066,	60,	289,	22
554,	00:00:05:066,	68,	292,	23
555,	00:00:05:066,	65,	296,	20
556,	00:00:05:066,	66,	293,	21
557,	00:00:05:066,	68,	296,	18
558,	00:00:05:066,	63,	301,	24
559,	00:00:05:066,	50,	307,	21
560,	00:00:05:066,	35,	304,	16
561,	00:00:05:066,	20,	301,	21
562,	00:00:05:066,	7,	300,	21
563,	00:00:05:066,	1,	299,	24
564,	00:00:05:066,	-31,	314,	17
565,	00:00:05:066,	-36,	307,	22
566,	00:00:05:066,	-27,	279,	31
567,	00:00:05:066,	-59,	275,	33
568,	00:00:05:066,	-45,	289,	40
569,	00:00:05:080,	-50,	285,	48
570,	00:00:05:080,	-78,	261,	55
571,	00:00:05:080,	-96,	246,	70
572,	00:00:05:080,	-83,	260,	91
573,	00:00:05:080,	-72,	274,	108
574,	00:00:05:080,	-61,	270,	128
575,	00:00:05:080,	-61,	256,	145
576,	00:00:05:081,	-48,	243,	155
577,	00:00:05:081,	-45,	226,	156
578,	00:00:05:081,	-28,	222,	165
579,	00:00:05:081,	-14,	220,	175
580,	00:00:05:081,	0,	235,	178
581,	00:00:05:081,	13,	242,	183
582,	00:00:05:081,	35,	251,	192
583,	00:00:05:081,	54,	269,	194
584,	00:00:05:081,	65,	274,	192
585,	00:00:05:094,	80,	275,	191
586,	00:00:05:094,	98,	276,	181
587,	00:00:05:094,	116,	267,	172
588,	00:00:05:094,	122,	257,	168
589,	00:00:05:094,	127,	258,	156
590,	00:00:05:094,	129,	261,	157
591,	00:00:05:094,	124,	261,	149
592,	00:00:05:094,	119,	264,	145
593,	00:00:05:094,	122,	269,	140
594,	00:00:05:094,	125,	266,	131
595,	00:00:05:094,	128,	262,	125
596,	00:00:05:094,	136,	265,	120
597,	00:00:05:094,	145,	272,	112
598,	00:00:05:094,	151,	275,	116
599,	00:00:05:094,	158,	275,	115
0,	00:00:05:112,	162,	266,	115
1,	00:00:05:113,	164,	261,	104
2,	00:00:05:113,	160,	254,	101
3,	00:00:05:113,	154,	256,	96
4,	00:00:05:113,	141,	263,	95
5,	00:00:05:113,	133,	264,	91
6,	00:00:05:113,	134,	251,	95
7,	00:00:05:113,	128,	251,	88
8,	00:00:05:113,	123,	248,	84
9,	00:00:05:113,	117,	234,	84
10,	00:00:05:113,	123,	242,	79
11,	00:00:05:113,	122,	239,	76
12,	00:00:05:113,	124,	239,	75
13,	00:00:05:113,	125,	245,	66
14,	00:00:05:113,	124,	245,	74
15,	00:00:05:113,	118,	247,	72
16,	00:00:05:113,	116,	249,	67
17,	00:00:05:115,	122,	254,	71
18,	00:00:05:115,	125,	256,	73
19,	00:00:05:115,	124,	257,	69
20,	00:00:05:115,	119,	254,	70
21,	00:00:05:115,	110,	250,	70
22,	00:00:05:115,	106,	251,	71
23,	00:00:05:115,	102,	248,	70
24,	00:00:05:115,	97,	238,	80
25,	00:00:05:115,	89,	237,	79
26,	00:00:05:115,	81,	233,	83
27,	00:00:05:115,	84,	227,	84
28,	00:00:05:115,	80,	218,	85
29,	00:00:05:115,	75,	220,	87
30,	00:00:05:115,	74,	223,	90
31,	00:00:05:115,	64,	227,	82
32,	00:00:05:115,	58,	228,	91
33,	00:00:05:115,	52,	235,	96
34,	00:00:05:116,	42,	241,	100
35,	00:00:05:116,	36,	245,	98
36,	00:00:05:117,	27,	247,	108
37,	00:00:05:117,	12,	256,	109
38,	00:00:05:117,	13,	257,	108
39,	00:00:05:117,	9,	263,	108
40,	00:00:05:117,	-3,	263,	104
41,	00:00:05:117,	-7,	264,	103
42,	00:00:05:117,	-9,	267,	113
43,	00:00:05:117,	-15,	264,	113
44,	00:00:05:117,	-17,	258,	123
45,	00:00:05:117,	-22,	256,	115
46,	00:00:05:117,	-19,	251,	112
47,	00:00:05:117,	-3,	254,	103
48,	00:00:05:117,	-27,	240,	99
49,	00:00:05:117,	-32,	228,	106
50,	00:00:05:118,	-29,	223,	100
51,	00:00:05:118,	-39,	218,	98
52,	00:00:05:118,	-34,	224,	96
53,	00:00:05:118,	-33,	222,	96
54,	00:00:05:118,	-31,	227,	96
55,	00:00:05:118,	-32,	220,	89
56,	00:00:05:118,	-26,	220,	84
57,	00:00:05:118,	-18,	224,	91
58,	00:00:05:118,	-15,	216,	90
59,	00:00:05:118,	-24,	212,	85
60,	00:00:05:118,	-19,	210,	82
61,	00:00:05:118,	-10,	210,	93
62,	00:00:05:118,	-14,	218,	72
63,	00:00:05:118,	-13,	219,	77
64,	00:00:05:119,	1,	210,	75
65,	00:00:05:119,	4,	210,	67
66,	00:00:05:119,	1,	208,	74
67,	00:00:05:120,	9,	207,	63
68,	00:00:05:120,	1,	182,	85
69,	00:00:05:120,	24,	175,	85
70,	00:00:05:120,	41,	145,	107
71,	00:00:05:120,	44,	138,	144
72,	00:00:05:120,	79,	120,	269
73,	00:00:05:120,	155,	146,	374
74,	00:00:05:120,	246,	178,	424
75,	00:00:05:120,	296,	184,	383
76,	00:00:05:120,	274,	160,	308
77,	00:00:05:120,	218,	125,	223
78,	00:00:05:120,	154,	113,	184
79,	00:00:05:120,	99,	115,	148
80,	00:00:05:120,	76,	125,	133
81,	00:00:05:120,	52,	140,	142
82,	00:00:05:120,	30,	122,	167
83,	00:00:05:120,	18,	89,	202
84,	00:00:06:006,	37,	92,	239
85,	00:00:06:006,	66,	89,	267
86,	00:00:06:007,	103,	116,	296
87,	00:00:06:007,	104,	128,	298
88,	00:00:06:007,	97,	139,	278
89,	00:00:06:007,	101,	156,	269
90,	00:00:06:007,	83,	182,	262
91,	00:00:06:007,	73,	197,	249
92,	00:00:06:007,	59,	199,	262
93,	00:00:06:007,	44,	203,	245
94,	00:00:06:007,	37,	189,	243
95,	00:00:06:007,	32,	174,	245
96,	00:00:06:007,	3,	155,	226
97,	00:00:06:007,	-12,	128,	200
98,	00:00:06:007,	-50,	95,	165
99,	00:00:06:007,	-78,	91,	118
100,	00:00:06:020,	-79,	104,	120
101,	00:00:06:020,	-85,	103,	129
102,	00:00:06:020,	-81,	113,	137
103,	00:00:06:020,	-72,	117,	155
104,	00:00:06:020,	-74,	128,	151
105,	00:00:06:020,	-76,	124,	156
106,	00:00:06:020,	-65,	176,	168
107,	00:00:06:020,	-47,	190,	189
108,	00:00:06:020,	-42,	192,	187
109,	00:00:06:020,	-48,	187,	203
110,	00:00:06:020,	-53,	188,	215
111,	00:00:06:020,	-47,	179,	202
112,	00:00:06:020,	-41,	190,	217
113,	00:00:06:020,	-29,	190,	199
114,	00:00:06:020,	-43,	182,	182
115,	00:00:06:020,	-27,	170,	186
116,	00:00:06:035,	-39,	149,	186
117,	00:00:06:035,	-30,	151,	181
118,	00:00:06:035,	-41,	144,	183
119,	00:00:06:035,	-51,	140,	178
120,	00:00:06:035,	-34,	143,	165
121,	00:00:06:035,	-39,	162,	194
122,	00:00:06:035,	-39,	139,	192
123,	00:00:06:035,	-39,	151,	202
124,	00:00:06:035,	-27,	162,	203
125,	00:00:06:035,	-31,	158,	200
126,	00:00:06:035,	-35,	159,	219
127,	00:00:06:035,	-14,	165,	215
128,	00:00:06:035,	-5,	160,	218
129,	00:00:06:035,	2,	162,	216
130,	00:00:06:035,	14,	165,	225
131,	00:00:06:036,	14,	143,	222
132,	00:00:06:036,	17,	144,	220
133,	00:00:06:036,	23,	162,	225
134,	00:00:06:036,	26,	166,	220
135,	00:00:06:036,	37,	178,	219
136,	00:00:06:036,	37,	188,	218
137,	00:00:06:036,	33,	182,	219
138,	00:00:06:036,	27,	176,	216
139,	00:00:06:036,	28,	165,	224
140,	00:00:06:037,	22,	164,	219
141,	00:00:06:037,	23,	137,	233
142,	00:00:06:037,	28,	134,	223
143,	00:00:06:037,	28,	126,	212
144,	00:00:06:037,	31,	129,	220
145,	00:00:06:037,	45,	125,	220
146,	00:00:06:037,	48,	129,	234
147,	00:00:06:038,	58,	134,	223
148,	00:00:06:038,	65,	136,	237
149,	00:00:06:038,	84,	139,	248
150,	00:00:06:038,	76,	138,	245
151,	00:00:06:038,	83,	143,	251
152,	00:00:06:038,	81,	134,	243
153,	00:00:06:038,	72,	127,	242
154,	00:00:06:038,	61,	133,	228
155,	00:00:06:039,	55,	117,	225
156,	00:00:06:039,	50,	110,	225
157,	00:00:06:039,	45,	110,	231
158,	00:00:06:039,	42,	105,	223
159,	00:00:06:039,	23,	92,	225
160,	00:00:06:039,	-11,	78,	208
161,	00:00:06:039,	28,	85,	206
162,	00:00:06:039,	17,	87,	204
163,	00:00:06:040,	34,	96,	215
164,	00:00:06:040,	42,	93,	226
165,	00:00:06:040,	77,	105,	241
166,	00:00:06:040,	74,	108,	251
167,	00:00:06:040,	62,	111,	257
168,	00:00:06:040,	68,	109,	241
169,	00:00:06:040,	65,	110,	259
