ndx:	HR:MN:SC:1/128s:	x:	y:	z:	unit factor			x:	y:	z:
52	00:00:32:009	511	-68	511				2,032540265	-0,270475025	2,032540265
53	00:00:32:009	480	-97	511				1,909235474	-0,385824669	2,032540265
54	00:00:32:009	422	-36	511				1,678536188	-0,143192661	2,032540265
55	00:00:32:009	380	18	321				1,511478084	0,07159633	1,276801223
56	00:00:32:009	366	59	178				1,455792049	0,23467686	0,708008155
57	00:00:32:009	347	78	130				1,380218145	0,310250765	0,517084608
58	00:00:32:009	309	82	149				1,229070336	0,32616106	0,592658512
59	00:00:32:009	273	85	176				1,085877676	0,338093782	0,700053007
60	00:00:32:009	265	82	206				1,054057085	0,32616106	0,819380224
61	00:00:32:009	287	80	149				1,14156371	0,318205912	0,592658512
62	00:00:32:010	236	72	112				0,938707441	0,286385321	0,445488277
63	00:00:32:010	165	90	106				0,656299694	0,357981651	0,421622834
64	00:00:32:010	162	86	90				0,644366972	0,342071356	0,357981651
65	00:00:32:010	152	76	65				0,604591233	0,302295617	0,258542304
66	00:00:32:010	113	65	75				0,449465851	0,258542304	0,298318043
67	00:00:32:010	75	56	110				0,298318043	0,222744139	0,437533129
68	00:00:32:010	57	53	101				0,226721713	0,210811417	0,401734964
69	00:00:32:010	75	36	68				0,298318043	0,143192661	0,270475025
70	00:00:32:010	110	46	23				0,437533129	0,1829684	0,0914842
71	00:00:32:010	197	45	-99				0,783582059	0,178990826	-0,393779817
72	00:00:32:010	96	95	35				0,381847095	0,377869521	0,139215087
73	00:00:32:010	81	65	36				0,322183486	0,258542304	0,143192661
74	00:00:32:010	97	87	64				0,385824669	0,34604893	0,25456473
75	00:00:32:010	150	70	59				0,596636086	0,278430173	0,23467686
76	00:00:32:010	189	69	56				0,751761468	0,274452599	0,222744139
77	00:00:32:010	193	123	28				0,767671764	0,48924159	0,111372069
78	00:00:32:010	240	23	44				0,954617737	0,0914842	0,175013252
79	00:00:32:011	217	36	55				0,863133537	0,143192661	0,218766565
80	00:00:32:011	252	50	35				1,002348624	0,198878695	0,139215087
81	00:00:32:011	320	57	8				1,272823649	0,226721713	0,031820591
82	00:00:32:011	361	54	-9				1,435904179	0,214788991	-0,035798165
83	00:00:32:012	371	39	14				1,475679918	0,155125382	0,055686035
84	00:00:32:012	363	20	49				1,443859327	0,079551478	0,194901121
85	00:00:32:012	350	7	99				1,392150866	0,027843017	0,393779817
86	00:00:32:012	347	-9	137				1,380218145	-0,035798165	0,544927625
87	00:00:32:012	354	-10	137				1,408061162	-0,039775739	0,544927625
88	00:00:32:012	377	-7	122				1,499545362	-0,027843017	0,485264016
89	00:00:32:012	399	-1	102				1,587051988	-0,003977574	0,405712538
90	00:00:32:012	440	-15	88				1,750132518	-0,059663609	0,350026504
91	00:00:32:012	491	-34	72				1,952988787	-0,135237513	0,286385321
92	00:00:32:012	511	-43	58				2,032540265	-0,171035678	0,230699286
93	00:00:32:012	511	-47	66				2,032540265	-0,186945973	0,262519878
94	00:00:32:012	511	-40	102				2,032540265	-0,159102956	0,405712538
95	00:00:32:012	511	-33	120				2,032540265	-0,131259939	0,477308869
96	00:00:32:013	500	-31	123				1,988786952	-0,123304791	0,48924159
97	00:00:32:013	511	-39	119				2,032540265	-0,155125382	0,473331295
98	00:00:32:013	511	-62	121				2,032540265	-0,246609582	0,481286442
99	00:00:32:013	511	-76	143				2,032540265	-0,302295617	0,568793068
100	00:00:33:041	511	-82	169				2,032540265	-0,32616106	0,67220999
101	00:00:33:042	511	-83	181				2,032540265	-0,330138634	0,719940877
102	00:00:33:042	511	-58	168				2,032540265	-0,230699286	0,668232416
103	00:00:33:042	511	-15	148				2,032540265	-0,059663609	0,588680938
104	00:00:33:042	511	19	144				2,032540265	0,075573904	0,572770642
105	00:00:33:042	511	33	133				2,032540265	0,131259939	0,529017329
106	00:00:33:042	511	27	135				2,032540265	0,107394495	0,536972477
107	00:00:33:042	511	4	133				2,032540265	0,015910296	0,529017329
108	00:00:33:042	511	18	144				2,032540265	0,07159633	0,572770642
109	00:00:33:042	511	53	135				2,032540265	0,210811417	0,536972477
110	00:00:33:042	511	77	125				2,032540265	0,306273191	0,497196738
111	00:00:33:043	511	95	139				2,032540265	0,377869521	0,552882773
112	00:00:33:043	511	88	143				2,032540265	0,350026504	0,568793068
113	00:00:33:043	511	82	121				2,032540265	0,32616106	0,481286442
114	00:00:33:043	511	73	93				2,032540265	0,290362895	0,369914373
115	00:00:33:044	511	69	71				2,032540265	0,274452599	0,282407747
116	00:00:33:044	511	77	55				2,032540265	0,306273191	0,218766565
117	00:00:33:044	511	83	44				2,032540265	0,330138634	0,175013252
118	00:00:33:044	483	80	39				1,921168196	0,318205912	0,155125382
119	00:00:33:044	454	86	30				1,805818552	0,342071356	0,119327217
120	00:00:33:044	397	79	25				1,57909684	0,314228338	0,099439348
121	00:00:33:044	365	73	21				1,451814475	0,290362895	0,083529052
122	00:00:33:044	287	44	0				1,14156371	0,175013252	0
123	00:00:33:044	173	92	-26				0,688120285	0,365936799	-0,103416922
124	00:00:33:044	47	20	-20				0,186945973	0,079551478	-0,079551478
125	00:00:33:044	17	7	-10				0,067618756	0,027843017	-0,039775739
126	00:00:33:044	14	4	-14				0,055686035	0,015910296	-0,055686035
127	00:00:33:044	14	2	-11				0,055686035	0,007955148	-0,043753313
128	00:00:33:045	14	3	-6				0,055686035	0,011932722	-0,023865443
129	00:00:33:045	13	6	-2				0,051708461	0,023865443	-0,007955148
130	00:00:33:045	14	3	-3				0,055686035	0,011932722	-0,011932722
131	00:00:33:045	18	3	-2				0,07159633	0,011932722	-0,007955148
132	00:00:33:045	16	3	0				0,063641182	0,011932722	0
133	00:00:33:045	14	4	-3				0,055686035	0,015910296	-0,011932722
134	00:00:33:045	14	0	-9				0,055686035	0	-0,035798165
135	00:00:33:045	15	2	-9				0,059663609	0,007955148	-0,035798165
136	00:00:33:045	14	3	-3				0,055686035	0,011932722	-0,011932722
137	00:00:33:045	15	1	-3				0,059663609	0,003977574	-0,011932722
138	00:00:33:045	16	2	-4				0,063641182	0,007955148	-0,015910296
139	00:00:33:045	16	1	-4				0,063641182	0,003977574	-0,015910296
140	00:00:33:045	15	4	-7				0,059663609	0,015910296	-0,027843017
141	00:00:33:045	16	3	-7				0,063641182	0,011932722	-0,027843017
142	00:00:33:045	16	2	-6				0,063641182	0,007955148	-0,023865443
143	00:00:33:045	18	2	-4				0,07159633	0,007955148	-0,015910296
144	00:00:33:045	18	1	-6				0,07159633	0,003977574	-0,023865443
145	00:00:33:045	17	2	-8				0,067618756	0,007955148	-0,031820591
146	00:00:33:046	19	1	-9				0,075573904	0,003977574	-0,035798165
147	00:00:33:046	16	1	-5				0,063641182	0,003977574	-0,01988787
148	00:00:33:046	14	1	-8				0,055686035	0,003977574	-0,031820591
149	00:00:33:046	19	0	-6				0,075573904	0	-0,023865443
150	00:00:33:046	19	0	-6				0,075573904	0	-0,023865443
151	00:00:33:046	17	0	-5				0,067618756	0	-0,01988787
152	00:00:33:046	16	1	-8				0,063641182	0,003977574	-0,031820591
153	00:00:33:046	17	1	-10				0,067618756	0,003977574	-0,039775739
154	00:00:33:047	20	0	-9				0,079551478	0	-0,035798165
155	00:00:33:047	19	3	-7				0,075573904	0,011932722	-0,027843017
156	00:00:33:047	18	1	-1				0,07159633	0,003977574	-0,003977574
157	00:00:33:047	18	1	-9				0,07159633	0,003977574	-0,035798165
158	00:00:33:047	16	0	-7				0,063641182	0	-0,027843017
159	00:00:33:047	18	0	-6				0,07159633	0	-0,023865443
160	00:00:33:047	16	0	-13				0,063641182	0	-0,051708461
161	00:00:33:047	15	1	-7				0,059663609	0,003977574	-0,027843017
162	00:00:33:047	18	2	-5				0,07159633	0,007955148	-0,01988787
163	00:00:33:048	18	1	-5				0,07159633	0,003977574	-0,01988787
164	00:00:33:048	19	3	-5				0,075573904	0,011932722	-0,01988787
165	00:00:33:048	16	1	-9				0,063641182	0,003977574	-0,035798165
166	00:00:33:048	17	1	-9				0,067618756	0,003977574	-0,035798165
167	00:00:33:048	20	0	-9				0,079551478	0	-0,035798165
168	00:00:33:048	19	1	-8				0,075573904	0,003977574	-0,031820591
169	00:00:33:048	19	1	-10				0,075573904	0,003977574	-0,039775739
170	00:00:33:048	17	1	-10				0,067618756	0,003977574	-0,039775739
171	00:00:33:048	17	4	-6				0,067618756	0,015910296	-0,023865443
172	00:00:33:048	17	2	-10				0,067618756	0,007955148	-0,039775739
173	00:00:33:048	19	2	-13				0,075573904	0,007955148	-0,051708461
174	00:00:33:048	19	1	-10				0,075573904	0,003977574	-0,039775739
175	00:00:33:048	17	2	-8				0,067618756	0,007955148	-0,031820591
176	00:00:33:048	17	5	-9				0,067618756	0,01988787	-0,035798165
177	00:00:33:048	17	1	-11				0,067618756	0,003977574	-0,043753313
178	00:00:33:048	18	0	-8				0,07159633	0	-0,031820591
179	00:00:33:048	18	3	-9				0,07159633	0,011932722	-0,035798165
180	00:00:33:048	19	0	-7				0,075573904	0	-0,027843017
181	00:00:33:049	14	1	-10				0,055686035	0,003977574	-0,039775739
182	00:00:33:049	14	1	-6				0,055686035	0,003977574	-0,023865443
183	00:00:33:049	15	4	-7				0,059663609	0,015910296	-0,027843017
184	00:00:33:049	17	0	-6				0,067618756	0	-0,023865443
185	00:00:33:049	15	3	-5				0,059663609	0,011932722	-0,01988787
186	00:00:33:049	18	0	-9				0,07159633	0	-0,035798165
187	00:00:33:049	-512	-252	-399				-2,036517839	-1,002348624	-1,587051988
188	00:00:33:049	-415	379	-334				-1,65069317	1,50750051	-1,328509684
189	00:00:33:049	-512	-512	-385				-2,036517839	-2,036517839	-1,531365953
190	00:00:33:049	-141	-55	-5				-0,56083792	-0,218766565	-0,01988787
191	00:00:33:049	17	4	-7				0,067618756	0,015910296	-0,027843017
192	00:00:33:049	19	3	-13				0,075573904	0,011932722	-0,051708461
193	00:00:33:049	20	1	-13				0,079551478	0,003977574	-0,051708461
194	00:00:33:050	18	0	-10				0,07159633	0	-0,039775739
195	00:00:33:050	19	0	-17				0,075573904	0	-0,067618756
196	00:00:33:050	16	4	-10				0,063641182	0,015910296	-0,039775739
197	00:00:33:050	17	1	-12				0,067618756	0,003977574	-0,047730887
198	00:00:33:050	21	1	-11				0,083529052	0,003977574	-0,043753313
199	00:00:33:051	20	0	-15				0,079551478	0	-0,059663609
0	00:00:34:038	17	1	-15				0,067618756	0,003977574	-0,059663609
1	00:00:34:038	-41	59	37				-0,16308053	0,23467686	0,147170234
2	00:00:34:038	8	15	5				0,031820591	0,059663609	0,01988787
3	00:00:34:039	20	0	-9				0,079551478	0	-0,035798165
4	00:00:34:039	20	2	-11				0,079551478	0,007955148	-0,043753313
5	00:00:34:039	19	4	-12				0,075573904	0,015910296	-0,047730887
6	00:00:34:039	22	1	-11				0,087506626	0,003977574	-0,043753313
7	00:00:34:039	-83	80	-83				-0,330138634	0,318205912	-0,330138634
8	00:00:34:039	511	-512	-512				2,032540265	-2,036517839	-2,036517839
9	00:00:34:039	323	-38	-512				1,284756371	-0,151147808	-2,036517839
10	00:00:34:039	106	214	-512				0,421622834	0,851200815	-2,036517839
11	00:00:34:039	-59	-91	-512				-0,23467686	-0,361959225	-2,036517839
12	00:00:34:039	39	-129	-357				0,155125382	-0,513107034	-1,419993884
13	00:00:34:039	-83	-124	-437				-0,330138634	-0,493219164	-1,738199796
14	00:00:34:040	-138	-139	-419				-0,548905199	-0,552882773	-1,666603466
15	00:00:34:040	-97	-133	-205				-0,385824669	-0,529017329	-0,81540265
16	00:00:34:040	-30	-130	-125				-0,119327217	-0,517084608	-0,497196738
17	00:00:34:040	-2	-132	-229				-0,007955148	-0,525039755	-0,910864424
18	00:00:34:040	-4	-63	-342				-0,015910296	-0,250587156	-1,360330275
19	00:00:34:040	-24	-10	-454				-0,095461774	-0,039775739	-1,805818552
20	00:00:34:040	-24	50	-512				-0,095461774	0,198878695	-2,036517839
21	00:00:34:040	-83	2	-512				-0,330138634	0,007955148	-2,036517839
22	00:00:34:040	-118	-23	-497				-0,469353721	-0,0914842	-1,97685423
23	00:00:34:040	-81	-34	-418				-0,322183486	-0,135237513	-1,662625892
24	00:00:34:040	-1	-38	-352				-0,003977574	-0,151147808	-1,400106014
25	00:00:34:040	58	-10	-310				0,230699286	-0,039775739	-1,23304791
26	00:00:34:040	43	-8	-412				0,171035678	-0,031820591	-1,638760449
27	00:00:34:040	-28	36	-512				-0,111372069	0,143192661	-2,036517839
28	00:00:34:040	-149	91	-512				-0,592658512	0,361959225	-2,036517839
29	00:00:34:040	-249	40	-512				-0,990415902	0,159102956	-2,036517839
30	00:00:34:041	-290	12	-512				-1,153496432	0,047730887	-2,036517839
31	00:00:34:041	-266	-10	-512				-1,058034659	-0,039775739	-2,036517839
32	00:00:34:041	-190	-55	-512				-0,755739042	-0,218766565	-2,036517839
33	00:00:34:041	-115	-55	-512				-0,457420999	-0,218766565	-2,036517839
34	00:00:34:041	-82	-14	-510				-0,32616106	-0,055686035	-2,028562691
35	00:00:34:041	-76	-62	-512				-0,302295617	-0,246609582	-2,036517839
36	00:00:34:041	-78	-72	-512				-0,310250765	-0,286385321	-2,036517839
37	00:00:34:041	-71	-60	-512				-0,282407747	-0,238654434	-2,036517839
38	00:00:34:041	-69	-49	-512				-0,274452599	-0,194901121	-2,036517839
39	00:00:34:041	-55	-23	-506				-0,218766565	-0,0914842	-2,012652396
40	00:00:34:041	-29	-23	-468				-0,115349643	-0,0914842	-1,861504587
41	00:00:34:041	5	-36	-443				0,01988787	-0,143192661	-1,76206524
42	00:00:34:042	-2	-54	-434				-0,007955148	-0,214788991	-1,726267074
43	00:00:34:042	-31	-51	-475				-0,123304791	-0,202856269	-1,889347604
44	00:00:34:042	-49	-12	-512				-0,194901121	-0,047730887	-2,036517839
45	00:00:34:043	-53	-14	-512				-0,210811417	-0,055686035	-2,036517839
46	00:00:34:043	-53	-26	-512				-0,210811417	-0,103416922	-2,036517839
47	00:00:34:043	-51	-22	-512				-0,202856269	-0,087506626	-2,036517839
48	00:00:34:043	-50	-21	-512				-0,198878695	-0,083529052	-2,036517839
49	00:00:34:043	-59	-21	-512				-0,23467686	-0,083529052	-2,036517839
50	00:00:34:043	-62	-38	-512				-0,246609582	-0,151147808	-2,036517839
51	00:00:34:043	-63	-45	-512				-0,250587156	-0,178990826	-2,036517839
52	00:00:34:043	-80	-63	-512				-0,318205912	-0,250587156	-2,036517839
53	00:00:34:043	-104	-72	-512				-0,413667686	-0,286385321	-2,036517839
54	00:00:34:043	-113	-65	-512				-0,449465851	-0,258542304	-2,036517839
55	00:00:34:043	-95	-70	-512				-0,377869521	-0,278430173	-2,036517839
56	00:00:34:043	-93	-88	-507				-0,369914373	-0,350026504	-2,016629969
57	00:00:34:043	-96	-97	-490				-0,381847095	-0,385824669	-1,949011213
58	00:00:34:043	-86	-104	-481				-0,342071356	-0,413667686	-1,913213048
59	00:00:34:043	-71	-119	-482				-0,282407747	-0,473331295	-1,917190622
60	00:00:34:043	-62	-128	-471				-0,246609582	-0,50912946	-1,873437309
61	00:00:34:044	-60	-119	-476				-0,238654434	-0,473331295	-1,893325178
62	00:00:34:044	-48	-133	-474				-0,190923547	-0,529017329	-1,885370031
63	00:00:34:044	-32	-126	-461				-0,127282365	-0,501174312	-1,83366157
64	00:00:34:044	-24	-100	-461				-0,095461774	-0,39775739	-1,83366157
65	00:00:34:044	-17	-93	-452				-0,067618756	-0,369914373	-1,797863405
66	00:00:34:044	-10	-83	-432				-0,039775739	-0,330138634	-1,718311927
67	00:00:34:044	-10	-63	-400				-0,039775739	-0,250587156	-1,591029562
68	00:00:34:044	9	-40	-374				0,035798165	-0,159102956	-1,48761264
69	00:00:34:044	29	-20	-321				0,115349643	-0,079551478	-1,276801223
70	00:00:34:044	38	-5	-269				0,151147808	-0,01988787	-1,06996738
71	00:00:34:044	40	-8	-239				0,159102956	-0,031820591	-0,950640163
72	00:00:34:044	31	1	-215				0,123304791	0,003977574	-0,855178389
73	00:00:34:044	36	13	-197				0,143192661	0,051708461	-0,783582059
74	00:00:34:044	31	10	-179				0,123304791	0,039775739	-0,711985729
75	00:00:34:044	32	5	-167				0,127282365	0,01988787	-0,664254842
76	00:00:34:044	38	11	-162				0,151147808	0,043753313	-0,644366972
77	00:00:34:045	44	1	-142				0,175013252	0,003977574	-0,564815494
78	00:00:34:045	37	-1	-124				0,147170234	-0,003977574	-0,493219164
79	00:00:34:045	30	0	-105				0,119327217	0	-0,41764526
80	00:00:34:045	10	-13	-110				0,039775739	-0,051708461	-0,437533129
81	00:00:34:045	-6	-20	-135				-0,023865443	-0,079551478	-0,536972477
82	00:00:34:045	-7	-4	-145				-0,027843017	-0,015910296	-0,576748216
83	00:00:34:046	4	0	-141				0,015910296	0	-0,56083792
84	00:00:34:046	16	-10	-125				0,063641182	-0,039775739	-0,497196738
85	00:00:34:046	19	-15	-100				0,075573904	-0,059663609	-0,39775739
86	00:00:34:046	29	-13	-84				0,115349643	-0,051708461	-0,334116208
87	00:00:34:046	39	-8	-77				0,155125382	-0,031820591	-0,306273191
88	00:00:34:046	53	-8	-65				0,210811417	-0,031820591	-0,258542304
89	00:00:34:046	39	-19	-58				0,155125382	-0,075573904	-0,230699286
90	00:00:34:046	28	-30	-71				0,111372069	-0,119327217	-0,282407747
91	00:00:34:046	13	-54	-98				0,051708461	-0,214788991	-0,389802243
92	00:00:34:046	14	-37	-104				0,055686035	-0,147170234	-0,413667686
93	00:00:34:047	3	-9	-85				0,011932722	-0,035798165	-0,338093782
94	00:00:34:047	1	5	-78				0,003977574	0,01988787	-0,310250765
95	00:00:34:047	-2	12	-57				-0,007955148	0,047730887	-0,226721713
96	00:00:34:047	-2	9	-74				-0,007955148	0,035798165	-0,294340469
97	00:00:34:047	-1	6	-97				-0,003977574	0,023865443	-0,385824669
98	00:00:34:047	-2	7	-103				-0,007955148	0,027843017	-0,409690112
99	00:00:34:047	5	-15	-94				0,01988787	-0,059663609	-0,373891947
100	00:00:35:034	1	-29	-122				0,003977574	-0,115349643	-0,485264016
101	00:00:35:035	8	-33	-132				0,031820591	-0,131259939	-0,525039755
102	00:00:35:035	-32	-21	-176				-0,127282365	-0,083529052	-0,700053007
103	00:00:35:035	-6	7	-122				-0,023865443	0,027843017	-0,485264016
104	00:00:35:035	4	17	-65				0,015910296	0,067618756	-0,258542304
105	00:00:35:035	0	25	-27				0	0,099439348	-0,107394495
106	00:00:35:035	8	18	-23				0,031820591	0,07159633	-0,0914842
107	00:00:35:035	-10	28	-77				-0,039775739	0,111372069	-0,306273191
108	00:00:35:035	-49	-25	-230				-0,194901121	-0,099439348	-0,914841998
109	00:00:35:035	-101	4	-305				-0,401734964	0,015910296	-1,213160041
110	00:00:35:039	-101	45	-238				-0,401734964	0,178990826	-0,946662589
111	00:00:35:039	-21	44	-102				-0,083529052	0,175013252	-0,405712538
112	00:00:35:039	-10	3	-37				-0,039775739	0,011932722	-0,147170234
113	00:00:35:039	-45	-15	-36				-0,178990826	-0,059663609	-0,143192661
114	00:00:35:039	-72	9	-84				-0,286385321	0,035798165	-0,334116208
115	00:00:35:039	-144	14	-205				-0,572770642	0,055686035	-0,81540265
116	00:00:35:039	-306	150	-137				-1,217137615	0,596636086	-0,544927625
117	00:00:35:039	-177	209	-83				-0,704030581	0,831312946	-0,330138634
118	00:00:35:039	-116	176	-60				-0,461398573	0,700053007	-0,238654434
119	00:00:35:039	-124	184	-54				-0,493219164	0,731873598	-0,214788991
120	00:00:35:039	-135	204	-56				-0,536972477	0,811425076	-0,222744139
121	00:00:35:039	-127	182	-59				-0,505151886	0,723918451	-0,23467686
122	00:00:35:039	-111	133	-60				-0,441510703	0,529017329	-0,238654434
123	00:00:35:039	-116	104	-56				-0,461398573	0,413667686	-0,222744139
124	00:00:35:039	-138	92	-71				-0,548905199	0,365936799	-0,282407747
125	00:00:35:040	-207	118	-60				-0,823357798	0,469353721	-0,238654434
126	00:00:35:040	-163	140	-27				-0,648344546	0,556860347	-0,107394495
127	00:00:35:040	-145	178	-3				-0,576748216	0,708008155	-0,011932722
128	00:00:35:040	-153	193	43				-0,608568807	0,767671764	0,171035678
129	00:00:35:040	-192	163	86				-0,76369419	0,648344546	0,342071356
130	00:00:35:040	-512	-205	174				-2,036517839	-0,81540265	0,692097859
131	00:00:35:040	-225	-284	71				-0,894954128	-1,129630989	0,282407747
132	00:00:35:040	8	-22	102				0,031820591	-0,087506626	0,405712538
133	00:00:35:040	71	140	216				0,282407747	0,556860347	0,859155963
134	00:00:35:040	317	-4	346				1,260890928	-0,015910296	1,376240571
135	00:00:35:040	258	-62	203				1,026214067	-0,246609582	0,807447503
136	00:00:35:040	166	30	135				0,660277268	0,119327217	0,536972477
137	00:00:35:040	143	87	189				0,568793068	0,34604893	0,751761468
138	00:00:35:040	20	74	330				0,079551478	0,294340469	1,312599388
139	00:00:35:040	-89	97	408				-0,354004077	0,385824669	1,622850153
140	00:00:35:040	-141	127	356				-0,56083792	0,505151886	1,41601631
141	00:00:35:041	-156	119	293				-0,620501529	0,473331295	1,165429154
142	00:00:35:041	-177	135	284				-0,704030581	0,536972477	1,129630989
143	00:00:35:041	-194	160	318				-0,771649337	0,636411825	1,264868502
144	00:00:35:041	-189	192	358				-0,751761468	0,76369419	1,423971458
145	00:00:35:041	-130	171	383				-0,517084608	0,680165138	1,523410805
146	00:00:35:042	-72	139	425				-0,286385321	0,552882773	1,690468909
147	00:00:35:042	-13	132	460				-0,051708461	0,525039755	1,829683996
148	00:00:35:042	34	144	452				0,135237513	0,572770642	1,797863405
149	00:00:35:042	56	152	436				0,222744139	0,604591233	1,734222222
150	00:00:35:042	32	145	393				0,127282365	0,576748216	1,563186544
151	00:00:35:042	-10	133	351				-0,039775739	0,529017329	1,39612844
152	00:00:35:042	-27	117	297				-0,107394495	0,465376147	1,18133945
153	00:00:35:042	-18	96	244				-0,07159633	0,381847095	0,970528033
154	00:00:35:042	0	68	180				0	0,270475025	0,715963303
155	00:00:35:042	22	49	124				0,087506626	0,194901121	0,493219164
156	00:00:35:042	27	39	74				0,107394495	0,155125382	0,294340469
157	00:00:35:043	21	19	25				0,083529052	0,075573904	0,099439348
158	00:00:35:043	16	2	4				0,063641182	0,007955148	0,015910296
159	00:00:35:043	18	-3	-5				0,07159633	-0,011932722	-0,01988787
160	00:00:35:043	17	4	-2				0,067618756	0,015910296	-0,007955148
161	00:00:35:043	17	1	-3				0,067618756	0,003977574	-0,011932722
162	00:00:35:043	16	5	-5				0,063641182	0,01988787	-0,01988787
163	00:00:35:043	20	3	-10				0,079551478	0,011932722	-0,039775739
164	00:00:35:043	17	0	-4				0,067618756	0	-0,015910296
165	00:00:35:043	19	5	-3				0,075573904	0,01988787	-0,011932722
166	00:00:35:043	19	1	-8				0,075573904	0,003977574	-0,031820591
167	00:00:35:043	18	5	-4				0,07159633	0,01988787	-0,015910296
168	00:00:35:043	16	4	-10				0,063641182	0,015910296	-0,039775739
169	00:00:35:043	18	5	-3				0,07159633	0,01988787	-0,011932722
170	00:00:35:043	20	1	-9				0,079551478	0,003977574	-0,035798165
171	00:00:35:043	20	3	-8				0,079551478	0,011932722	-0,031820591
172	00:00:35:043	17	2	-1				0,067618756	0,007955148	-0,003977574
173	00:00:35:043	17	3	-5				0,067618756	0,011932722	-0,01988787
174	00:00:35:046	20	2	-2				0,079551478	0,007955148	-0,007955148
175	00:00:35:046	19	1	-7				0,075573904	0,003977574	-0,027843017
176	00:00:35:046	48	-512	382				0,190923547	-2,036517839	1,519433231
177	00:00:35:046	16	-205	0				0,063641182	-0,81540265	0
178	00:00:35:046	-384	511	511				-1,527388379	2,032540265	2,032540265
179	00:00:35:046	-296	239	511				-1,177361876	0,950640163	2,032540265
180	00:00:35:046	-96	7	370				-0,381847095	0,027843017	1,471702345
181	00:00:35:047	36	-20	511				0,143192661	-0,079551478	2,032540265
182	00:00:35:047	-7	-61	411				-0,027843017	-0,242632008	1,634782875
183	00:00:35:047	-56	-116	381				-0,222744139	-0,461398573	1,515455657
184	00:00:35:047	-60	-107	407				-0,238654434	-0,425600408	1,618872579
185	00:00:35:047	-9	-127	464				-0,035798165	-0,505151886	1,845594292
186	00:00:35:047	13	-135	511				0,051708461	-0,536972477	2,032540265
187	00:00:35:047	-46	-111	511				-0,1829684	-0,441510703	2,032540265
188	00:00:35:047	-124	-78	511				-0,493219164	-0,310250765	2,032540265
189	00:00:35:047	-150	-52	511				-0,596636086	-0,206833843	2,032540265
190	00:00:35:048	-142	-40	511				-0,564815494	-0,159102956	2,032540265
191	00:00:35:048	-127	-24	511				-0,505151886	-0,095461774	2,032540265
192	00:00:35:048	-105	-32	503				-0,41764526	-0,127282365	2,000719674
193	00:00:35:048	-58	-47	370				-0,230699286	-0,186945973	1,471702345
194	00:00:35:048	-12	-72	248				-0,047730887	-0,286385321	0,986438328
195	00:00:35:048	-2	-95	148				-0,007955148	-0,377869521	0,588680938
196	00:00:35:048	-8	-85	91				-0,031820591	-0,338093782	0,361959225
197	00:00:35:048	0	-51	50				0	-0,202856269	0,198878695
198	00:00:35:048	3	-17	25				0,011932722	-0,067618756	0,099439348
199	00:00:35:048	17	0	0				0,067618756	0	0
0	00:00:36:030	19	3	-2				0,075573904	0,011932722	-0,007955148
1	00:00:36:031	19	2	-7				0,075573904	0,007955148	-0,027843017
2	00:00:36:031	19	2	-5				0,075573904	0,007955148	-0,01988787
3	00:00:36:031	18	3	-9				0,07159633	0,011932722	-0,035798165
4	00:00:36:031	19	3	-1				0,075573904	0,011932722	-0,003977574
5	00:00:36:031	17	4	0				0,067618756	0,015910296	0
6	00:00:36:031	16	5	0				0,063641182	0,01988787	0
7	00:00:36:032	17	1	-2				0,067618756	0,003977574	-0,007955148
8	00:00:36:032	20	3	-8				0,079551478	0,011932722	-0,031820591
9	00:00:36:032	18	2	-8				0,07159633	0,007955148	-0,031820591
10	00:00:36:032	17	3	-7				0,067618756	0,011932722	-0,027843017
11	00:00:36:032	20	2	-4				0,079551478	0,007955148	-0,015910296
12	00:00:36:032	20	1	-6				0,079551478	0,003977574	-0,023865443
13	00:00:36:032	18	1	-4				0,07159633	0,003977574	-0,015910296
14	00:00:36:032	-83	152	145				-0,330138634	0,604591233	0,576748216
15	00:00:36:032	-512	511	511				-2,036517839	2,032540265	2,032540265
16	00:00:36:032	-111	-384	511				-0,441510703	-1,527388379	2,032540265
17	00:00:36:032	343	-68	496				1,364307849	-0,270475025	1,972876656
18	00:00:36:032	275	47	384				1,093832824	0,186945973	1,527388379
19	00:00:36:032	107	-7	386				0,425600408	-0,027843017	1,535343527
20	00:00:36:032	-171	-76	457				-0,680165138	-0,302295617	1,817751274
21	00:00:36:032	-201	-73	395				-0,799492355	-0,290362895	1,571141692
22	00:00:36:033	-187	-98	420				-0,74380632	-0,389802243	1,67058104
23	00:00:36:033	-137	-86	412				-0,544927625	-0,342071356	1,638760449
24	00:00:36:033	-93	-69	408				-0,369914373	-0,274452599	1,622850153
25	00:00:36:034	-72	-44	415				-0,286385321	-0,175013252	1,65069317
26	00:00:36:034	-55	-6	412				-0,218766565	-0,023865443	1,638760449
27	00:00:36:034	-33	-11	365				-0,131259939	-0,043753313	1,451814475
28	00:00:36:034	-32	-19	321				-0,127282365	-0,075573904	1,276801223
29	00:00:36:034	-43	-12	293				-0,171035678	-0,047730887	1,165429154
30	00:00:36:034	-39	4	253				-0,155125382	0,015910296	1,006326198
31	00:00:36:034	-3	1	182				-0,011932722	0,003977574	0,723918451
32	00:00:36:034	18	-18	97				0,07159633	-0,07159633	0,385824669
33	00:00:36:034	12	-1	71				0,047730887	-0,003977574	0,282407747
34	00:00:36:034	7	6	52				0,027843017	0,023865443	0,206833843
35	00:00:36:034	0	0	56				0	0	0,222744139
